,homeTeam,awayTeam,homeScore,awayScore,OT
150,Utah Jazz,Memphis Grizzlies,96,102,0
151,Los Angeles Clippers,Brooklyn Nets,127,95,0
152,Cleveland Cavaliers,Toronto Raptors,121,117,0
153,Miami Heat,Atlanta Hawks,90,93,0
154,Minnesota Timberwolves,Charlotte Hornets,108,115,0
155,Portland Trail Blazers,Chicago Bulls,88,113,0
156,Los Angeles Lakers,Brooklyn Nets,125,118,0
157,Philadelphia Sixers,Washington Wizards,109,102,0
158,Orlando Magic,New Orleans Pelicans,89,82,0
159,Indiana Pacers,Cleveland Cavaliers,103,93,0
160,Boston Celtics,Dallas Mavericks,90,83,0
161,New York Knicks,Detroit Pistons,105,102,0
162,Atlanta Hawks,Milwaukee Bucks,107,100,0
163,Oklahoma City Thunder,Houston Rockets,105,103,0
164,Toronto Raptors,Golden State Warriors,121,127,0
165,Denver Nuggets,Phoenix Suns,120,104,0
166,Los Angeles Clippers,Memphis Grizzlies,107,111,0
167,Sacramento Kings,San Antonio Spurs,105,110,0
168,Washington Wizards,New York Knicks,119,112,0
169,Miami Heat,Milwaukee Bucks,96,73,0
170,Houston Rockets,Portland Trail Blazers,126,109,0
171,Minnesota Timberwolves,Philadelphia Sixers,110,86,0
172,Utah Jazz,Chicago Bulls,77,85,0
173,Charlotte Hornets,Atlanta Hawks,100,96,0
174,Indiana Pacers,Phoenix Suns,96,116,0
175,Cleveland Cavaliers,Detroit Pistons,104,81,0
176,New Orleans Pelicans,Portland Trail Blazers,113,101,0
177,Oklahoma City Thunder,Brooklyn Nets,124,105,0
178,Boston Celtics,Golden State Warriors,88,104,0
179,Dallas Mavericks,Memphis Grizzlies,64,80,0
180,Denver Nuggets,Toronto Raptors,111,113,1
181,Los Angeles Lakers,San Antonio Spurs,107,116,0
182,Sacramento Kings,Los Angeles Clippers,115,121,0
183,Houston Rockets,Utah Jazz,111,102,0
184,New Orleans Pelicans,Charlotte Hornets,121,116,1
185,Washington Wizards,Miami Heat,111,114,0
186,Orlando Magic,Dallas Mavericks,95,87,0
187,Detroit Pistons,Boston Celtics,92,94,0
188,Philadelphia Sixers,Phoenix Suns,120,105,0
189,Memphis Grizzlies,Minnesota Timberwolves,93,71,0
190,Milwaukee Bucks,Golden State Warriors,121,124,0
191,Los Angeles Clippers,Chicago Bulls,102,95,0
192,New York Knicks,Atlanta Hawks,104,94,0
193,Brooklyn Nets,Portland Trail Blazers,109,129,0
194,Oklahoma City Thunder,Indiana Pacers,111,115,1
195,Sacramento Kings,Toronto Raptors,102,99,0
196,Denver Nuggets,Utah Jazz,105,91,0
197,Los Angeles Lakers,Chicago Bulls,110,118,0
198,Philadelphia Sixers,Miami Heat,101,94,0
199,Washington Wizards,Phoenix Suns,106,101,0
200,Charlotte Hornets,Memphis Grizzlies,90,105,0
201,Indiana Pacers,Golden State Warriors,83,120,0
202,Detroit Pistons,Houston Rockets,96,99,0
203,Milwaukee Bucks,Orlando Magic,93,89,0
204,Minnesota Timberwolves,Boston Celtics,93,99,0
205,San Antonio Spurs,Dallas Mavericks,96,91,0
206,Los Angeles Clippers,Toronto Raptors,123,115,0
207,New York Knicks,Portland Trail Blazers,107,103,0
208,Atlanta Hawks,New Orleans Pelicans,94,112,0
209,Denver Nuggets,Chicago Bulls,110,107,0
210,Los Angeles Lakers,Oklahoma City Thunder,111,109,0
211,Golden State Warriors,Los Angeles Lakers,149,106,0
212,Sacramento Kings,Oklahoma City Thunder,116,101,0
213,Philadelphia Sixers,Memphis Grizzlies,99,104,1
214,Charlotte Hornets,San Antonio Spurs,114,119,0
215,Orlando Magic,Phoenix Suns,87,92,0
216,Cleveland Cavaliers,Portland Trail Blazers,137,125,0
217,Indiana Pacers,Atlanta Hawks,85,96,0
218,Brooklyn Nets,Boston Celtics,92,111,0
219,Detroit Pistons,Miami Heat,107,84,0
220,Houston Rockets,Toronto Raptors,102,115,0
221,Dallas Mavericks,Los Angeles Clippers,104,124,0
222,Utah Jazz,Denver Nuggets,108,83,0
223,New Orleans Pelicans,Minnesota Timberwolves,117,96,0
224,Boston Celtics,San Antonio Spurs,103,109,0
225,Orlando Magic,Washington Wizards,91,94,0
226,Cleveland Cavaliers,Dallas Mavericks,128,90,0
227,New York Knicks,Charlotte Hornets,113,111,1
228,Philadelphia Sixers,Chicago Bulls,89,105,0
229,Detroit Pistons,Los Angeles Clippers,108,97,0
230,Utah Jazz,Atlanta Hawks,95,68,0
231,Milwaukee Bucks,Toronto Raptors,99,105,0
232,Memphis Grizzlies,Miami Heat,81,90,0
233,Indiana Pacers,Brooklyn Nets,118,97,0
234,Denver Nuggets,Oklahoma City Thunder,129,132,1
235,Phoenix Suns,Minnesota Timberwolves,85,98,0
236,Portland Trail Blazers,New Orleans Pelicans,119,104,0
237,Los Angeles Lakers,Golden State Warriors,85,109,0
238,Sacramento Kings,Houston Rockets,104,117,0
239,Washington Wizards,San Antonio Spurs,100,112,0
240,Charlotte Hornets,New York Knicks,107,102,0
241,Oklahoma City Thunder,Detroit Pistons,106,88,0
242,Miami Heat,Memphis Grizzlies,107,110,0
243,Golden State Warriors,Minnesota Timberwolves,115,102,0
244,Philadelphia Sixers,Cleveland Cavaliers,108,112,0
245,Phoenix Suns,Denver Nuggets,114,120,0
246,Brooklyn Nets,Sacramento Kings,105,122,0
247,Orlando Magic,Milwaukee Bucks,96,104,0
248,Indiana Pacers,Los Angeles Clippers,91,70,0
249,Dallas Mavericks,New Orleans Pelicans,91,81,0
250,Portland Trail Blazers,Houston Rockets,114,130,0
251,Los Angeles Lakers,Atlanta Hawks,109,94,0
252,Washington Wizards,Sacramento Kings,101,95,1
253,Toronto Raptors,Philadelphia Sixers,122,95,0
254,New York Knicks,Oklahoma City Thunder,103,112,0
255,Miami Heat,Boston Celtics,104,112,0
256,Memphis Grizzlies,Charlotte Hornets,85,104,0
257,Minnesota Timberwolves,Utah Jazz,103,112,0
258,Golden State Warriors,Atlanta Hawks,105,100,0
259,Charlotte Hornets,Detroit Pistons,89,112,0
260,Brooklyn Nets,Los Angeles Clippers,127,122,1
261,Milwaukee Bucks,Cleveland Cavaliers,118,101,0
262,New Orleans Pelicans,Los Angeles Lakers,105,88,0
263,San Antonio Spurs,Orlando Magic,83,95,0
264,Utah Jazz,Houston Rockets,120,101,0
265,Boston Celtics,Detroit Pistons,114,121,0
266,Toronto Raptors,Memphis Grizzlies,120,105,0
267,Chicago Bulls,Los Angeles Lakers,90,96,0
268,Oklahoma City Thunder,Washington Wizards,126,115,1
269,Minnesota Timberwolves,New York Knicks,104,106,0
270,Dallas Mavericks,San Antonio Spurs,87,94,0
271,Denver Nuggets,Miami Heat,98,106,0
272,Phoenix Suns,Atlanta Hawks,109,107,0
273,Portland Trail Blazers,Indiana Pacers,131,109,0
274,Charlotte Hornets,Dallas Mavericks,97,87,0
275,Brooklyn Nets,Milwaukee Bucks,93,111,0
276,Memphis Grizzlies,Orlando Magic,95,94,0
277,Cleveland Cavaliers,Los Angeles Clippers,94,113,0
278,Utah Jazz,Miami Heat,110,111,0
279,Golden State Warriors,Houston Rockets,127,132,1
280,Philadelphia Sixers,Orlando Magic,88,105,0
281,Boston Celtics,Sacramento Kings,97,92,0
282,Toronto Raptors,Los Angeles Lakers,113,80,0
283,New York Knicks,Minnesota Timberwolves,118,114,0
284,Chicago Bulls,Cleveland Cavaliers,111,105,0
285,New Orleans Pelicans,Los Angeles Clippers,96,114,0
286,Atlanta Hawks,Detroit Pistons,85,121,0
287,San Antonio Spurs,Washington Wizards,107,105,0
288,Denver Nuggets,Houston Rockets,110,128,0
289,Milwaukee Bucks,Brooklyn Nets,112,103,0
290,Charlotte Hornets,Minnesota Timberwolves,120,125,1
291,Toronto Raptors,Atlanta Hawks,128,84,0
292,Philadelphia Sixers,Boston Celtics,106,107,0
293,Memphis Grizzlies,Los Angeles Lakers,103,100,0
294,Dallas Mavericks,Chicago Bulls,107,82,0
295,Utah Jazz,Denver Nuggets,105,98,0
296,Portland Trail Blazers,Miami Heat,99,92,0
297,Golden State Warriors,Phoenix Suns,138,109,0
298,Detroit Pistons,Orlando Magic,92,98,0
299,Oklahoma City Thunder,New Orleans Pelicans,101,92,0
300,New York Knicks,Sacramento Kings,106,98,0
301,Los Angeles Clippers,Indiana Pacers,102,111,0
302,Philadelphia Sixers,Denver Nuggets,98,106,0
303,Toronto Raptors,Cleveland Cavaliers,112,116,0
304,Brooklyn Nets,Washington Wizards,113,118,0
305,Atlanta Hawks,Oklahoma City Thunder,99,102,0
306,Chicago Bulls,Portland Trail Blazers,110,112,0
307,Milwaukee Bucks,San Antonio Spurs,96,97,0
308,New Orleans Pelicans,Memphis Grizzlies,108,110,1
309,Houston Rockets,Boston Celtics,107,106,0
310,Dallas Mavericks,Charlotte Hornets,101,109,0
311,Los Angeles Lakers,Utah Jazz,101,107,0
312,Golden State Warriors,Indiana Pacers,142,106,0
313,Washington Wizards,Orlando Magic,116,124,0
314,Miami Heat,New York Knicks,103,114,0
315,Detroit Pistons,Chicago Bulls,102,91,0
316,Memphis Grizzlies,Philadelphia Sixers,96,91,0
317,Minnesota Timberwolves,San Antonio Spurs,91,105,0
318,Utah Jazz,Phoenix Suns,112,105,0
319,Charlotte Hornets,Detroit Pistons,87,77,0
320,Orlando Magic,Boston Celtics,87,117,0
321,Brooklyn Nets,Denver Nuggets,116,111,0
322,Atlanta Hawks,Miami Heat,103,95,0
323,Milwaukee Bucks,Portland Trail Blazers,115,107,0
324,Houston Rockets,Los Angeles Lakers,134,95,0
325,New York Knicks,Cleveland Cavaliers,94,126,0
326,Dallas Mavericks,Sacramento Kings,89,120,0
327,Phoenix Suns,Indiana Pacers,94,109,0
328,Los Angeles Clippers,Golden State Warriors,98,115,0
329,Toronto Raptors,Minnesota Timberwolves,124,110,0
330,Washington Wizards,Denver Nuggets,92,85,0
331,Memphis Grizzlies,Portland Trail Blazers,88,86,0
332,New Orleans Pelicans,Philadelphia Sixers,88,99,0
333,Utah Jazz,Golden State Warriors,99,106,0
334,Chicago Bulls,San Antonio Spurs,95,91,0
335,Charlotte Hornets,Orlando Magic,109,88,0
336,Cleveland Cavaliers,Miami Heat,114,84,0
337,Boston Celtics,Toronto Raptors,94,101,0
338,Milwaukee Bucks,Atlanta Hawks,110,114,0
339,Oklahoma City Thunder,Houston Rockets,99,102,0
340,Minnesota Timberwolves,Detroit Pistons,90,117,0
341,Dallas Mavericks,Indiana Pacers,111,103,0
342,Los Angeles Lakers,Phoenix Suns,115,119,0
343,Sacramento Kings,New York Knicks,100,103,0
344,Washington Wizards,Milwaukee Bucks,110,105,0
345,Orlando Magic,Denver Nuggets,113,121,0
346,Indiana Pacers,Portland Trail Blazers,118,111,0
347,Cleveland Cavaliers,Charlotte Hornets,116,105,0
348,Chicago Bulls,Miami Heat,105,100,0
349,Memphis Grizzlies,Golden State Warriors,110,89,0
350,Houston Rockets,Dallas Mavericks,109,87,0
351,San Antonio Spurs,Brooklyn Nets,130,101,0
352,Utah Jazz,Sacramento Kings,104,84,0
353,Los Angeles Clippers,New Orleans Pelicans,133,105,0
354,Detroit Pistons,Philadelphia Sixers,79,97,0
355,Oklahoma City Thunder,Boston Celtics,99,96,0
356,Minnesota Timberwolves,Golden State Warriors,108,116,0
357,Phoenix Suns,New Orleans Pelicans,119,120,1
358,Los Angeles Lakers,New York Knicks,112,118,0
359,Indiana Pacers,Charlotte Hornets,110,94,0
360,Toronto Raptors,Milwaukee Bucks,122,100,0
361,Miami Heat,Washington Wizards,112,101,0
362,Houston Rockets,Brooklyn Nets,122,118,0
363,Dallas Mavericks,Denver Nuggets,112,92,0
364,Los Angeles Clippers,Portland Trail Blazers,121,120,0
365,Sacramento Kings,Los Angeles Lakers,116,92,0
366,Cleveland Cavaliers,Memphis Grizzlies,103,86,0
367,Atlanta Hawks,Orlando Magic,120,131,0
368,Chicago Bulls,Minnesota Timberwolves,94,99,0
369,New Orleans Pelicans,Golden State Warriors,109,113,0
370,Phoenix Suns,New York Knicks,113,111,1
371,Portland Trail Blazers,Oklahoma City Thunder,114,95,0
372,Philadelphia Sixers,Toronto Raptors,114,123,0
373,Washington Wizards,Charlotte Hornets,109,106,0
374,Orlando Magic,Los Angeles Clippers,108,113,0
375,Miami Heat,Indiana Pacers,95,89,0
376,Brooklyn Nets,Los Angeles Lakers,107,97,0
377,Memphis Grizzlies,Cleveland Cavaliers,93,85,0
378,Houston Rockets,Sacramento Kings,132,98,0
379,Dallas Mavericks,Detroit Pistons,85,95,0
380,Utah Jazz,Oklahoma City Thunder,109,89,0
381,San Antonio Spurs,Boston Celtics,108,101,0
382,Milwaukee Bucks,Chicago Bulls,108,97,0
383,New Orleans Pelicans,Indiana Pacers,102,95,0
384,Denver Nuggets,Portland Trail Blazers,132,120,0
385,Phoenix Suns,San Antonio Spurs,92,107,0
386,Golden State Warriors,New York Knicks,103,90,0
387,Washington Wizards,Detroit Pistons,122,108,0
388,Orlando Magic,Brooklyn Nets,118,111,0
389,Boston Celtics,Charlotte Hornets,96,88,0
390,Toronto Raptors,Atlanta Hawks,121,125,0
391,Chicago Bulls,Milwaukee Bucks,69,95,0
392,Memphis Grizzlies,Sacramento Kings,92,96,0
393,Houston Rockets,New Orleans Pelicans,122,100,0
394,Philadelphia Sixers,Los Angeles Lakers,89,100,0
395,Miami Heat,Los Angeles Clippers,98,102,0
396,Utah Jazz,Dallas Mavericks,103,100,0
397,Oklahoma City Thunder,Phoenix Suns,114,101,0
398,Detroit Pistons,Indiana Pacers,90,105,0
399,Atlanta Hawks,Charlotte Hornets,99,107,0
400,Cleveland Cavaliers,Los Angeles Lakers,119,108,0
401,Minnesota Timberwolves,Houston Rockets,109,111,1
402,Denver Nuggets,New York Knicks,127,114,0
403,Golden State Warriors,Portland Trail Blazers,135,90,0
404,Washington Wizards,Los Angeles Clippers,117,110,0
405,Memphis Grizzlies,Utah Jazz,73,82,0
406,Philadelphia Sixers,Brooklyn Nets,108,107,0
407,Orlando Magic,Toronto Raptors,79,109,0
408,Miami Heat,Boston Celtics,95,105,0
409,Dallas Mavericks,Sacramento Kings,99,79,0
410,San Antonio Spurs,New Orleans Pelicans,113,100,0
411,Indiana Pacers,Washington Wizards,107,105,0
412,Chicago Bulls,Detroit Pistons,113,82,0
413,Oklahoma City Thunder,Atlanta Hawks,108,110,0
414,Minnesota Timberwolves,Phoenix Suns,115,108,0
415,Denver Nuggets,Dallas Mavericks,117,107,0
416,Philadelphia Sixers,New Orleans Pelicans,93,108,0
417,Charlotte Hornets,Los Angeles Lakers,117,113,0
418,Toronto Raptors,Brooklyn Nets,116,104,0
419,New York Knicks,Indiana Pacers,118,111,0
420,Miami Heat,Orlando Magic,130,136,1
421,Milwaukee Bucks,Cleveland Cavaliers,108,114,1
422,Memphis Grizzlies,Boston Celtics,109,112,1
423,Houston Rockets,San Antonio Spurs,100,102,0
424,Los Angeles Clippers,Denver Nuggets,119,102,0
425,Golden State Warriors,Utah Jazz,104,74,0
426,Sacramento Kings,Portland Trail Blazers,126,121,0
427,Cleveland Cavaliers,Milwaukee Bucks,113,102,0
428,Atlanta Hawks,Minnesota Timberwolves,84,92,0
429,Detroit Pistons,Memphis Grizzlies,86,98,0
430,Chicago Bulls,Washington Wizards,97,107,0
431,New Orleans Pelicans,Oklahoma City Thunder,110,121,0
432,Utah Jazz,Sacramento Kings,93,94,0
433,Phoenix Suns,Houston Rockets,111,125,0
434,Portland Trail Blazers,Dallas Mavericks,95,96,0
435,Brooklyn Nets,Golden State Warriors,101,117,0
436,New York Knicks,Orlando Magic,106,95,0
437,Miami Heat,Los Angeles Lakers,115,107,0
438,Indiana Pacers,Boston Celtics,102,109,0
439,Los Angeles Clippers,San Antonio Spurs,106,101,0
440,Charlotte Hornets,Chicago Bulls,103,91,0
441,Orlando Magic,Los Angeles Lakers,109,90,0
442,Cleveland Cavaliers,Brooklyn Nets,119,99,0
443,Boston Celtics,Oklahoma City Thunder,112,117,0
444,Detroit Pistons,Golden State Warriors,113,119,0
445,Milwaukee Bucks,Washington Wizards,123,96,0
446,Memphis Grizzlies,Houston Rockets,115,109,0
447,New Orleans Pelicans,Miami Heat,91,87,0
448,Minnesota Timberwolves,Sacramento Kings,105,109,0
449,Denver Nuggets,Atlanta Hawks,108,109,0
450,Utah Jazz,Toronto Raptors,98,104,0
451,Phoenix Suns,Philadelphia Sixers,123,116,0
452,Portland Trail Blazers,San Antonio Spurs,90,110,0
453,Los Angeles Clippers,Dallas Mavericks,88,90,0
454,New York Knicks,Boston Celtics,114,119,0
455,Cleveland Cavaliers,Golden State Warriors,109,108,0
456,San Antonio Spurs,Chicago Bulls,119,100,0
457,Oklahoma City Thunder,Minnesota Timberwolves,112,100,0
458,Los Angeles Lakers,Los Angeles Clippers,111,102,0
459,Washington Wizards,Milwaukee Bucks,107,102,0
460,Orlando Magic,Memphis Grizzlies,112,102,0
461,Brooklyn Nets,Charlotte Hornets,120,118,0
462,Detroit Pistons,Cleveland Cavaliers,106,90,0
463,Chicago Bulls,Indiana Pacers,90,85,0
464,New Orleans Pelicans,Dallas Mavericks,111,104,0
465,Houston Rockets,Phoenix Suns,131,115,0
466,Minnesota Timberwolves,Atlanta Hawks,104,90,0
467,Portland Trail Blazers,Toronto Raptors,91,95,0
468,Los Angeles Clippers,Denver Nuggets,102,106,0
469,Sacramento Kings,Philadelphia Sixers,102,100,0
470,Boston Celtics,Memphis Grizzlies,113,103,0
471,Miami Heat,Oklahoma City Thunder,94,106,0
472,Dallas Mavericks,Houston Rockets,107,123,0
473,Los Angeles Lakers,Utah Jazz,100,102,0
474,Detroit Pistons,Milwaukee Bucks,94,119,0
475,Chicago Bulls,Brooklyn Nets,101,99,0
476,New Orleans Pelicans,Los Angeles Clippers,102,98,0
477,San Antonio Spurs,Phoenix Suns,119,98,0
478,Denver Nuggets,Minnesota Timberwolves,105,103,0
479,Portland Trail Blazers,Sacramento Kings,102,89,0
480,Golden State Warriors,Toronto Raptors,121,111,0
481,Washington Wizards,Indiana Pacers,111,105,0
482,Orlando Magic,Charlotte Hornets,101,120,0
483,Atlanta Hawks,New York Knicks,102,98,1
484,Charlotte Hornets,Miami Heat,91,82,0
485,Memphis Grizzlies,Oklahoma City Thunder,114,80,0
486,Cleveland Cavaliers,Boston Celtics,124,118,0
487,Utah Jazz,Philadelphia Sixers,100,83,0
488,Phoenix Suns,Toronto Raptors,99,91,0
489,Los Angeles Lakers,Dallas Mavericks,89,101,0
490,Indiana Pacers,Chicago Bulls,111,101,0
491,Washington Wizards,Brooklyn Nets,118,95,0
492,Boston Celtics,Miami Heat,117,114,0
493,New Orleans Pelicans,New York Knicks,104,92,0
494,Houston Rockets,Los Angeles Clippers,140,116,0
495,Minnesota Timberwolves,Milwaukee Bucks,116,99,0
496,Atlanta Hawks,Detroit Pistons,105,98,0
497,San Antonio Spurs,Portland Trail Blazers,110,94,0
498,Denver Nuggets,Philadelphia Sixers,122,124,0
499,Golden State Warriors,Dallas Mavericks,108,99,0
500,Sacramento Kings,Memphis Grizzlies,98,112,0
501,Chicago Bulls,Milwaukee Bucks,96,116,0
502,Charlotte Hornets,Cleveland Cavaliers,109,121,0
503,Houston Rockets,New York Knicks,129,122,0
504,Utah Jazz,Phoenix Suns,91,86,0
505,Oklahoma City Thunder,Los Angeles Clippers,114,88,0
506,Atlanta Hawks,San Antonio Spurs,114,112,1
507,Miami Heat,Detroit Pistons,98,107,0
508,Indiana Pacers,Orlando Magic,117,104,0
509,Minnesota Timberwolves,Portland Trail Blazers,89,95,0
510,Los Angeles Lakers,Toronto Raptors,114,123,0
