,homeTeam,awayTeam,homeScore,awayScore,OT
87,Milwaukee Bucks,Memphis Grizzlies,93,92,0
88,San Antonio Spurs,New Orleans Pelicans,99,100,0
89,Brooklyn Nets,Orlando Magic,104,96,0
90,Detroit Pistons,Utah Jazz,96,97,0
91,Oklahoma City Thunder,Sacramento Kings,101,93,0
92,Toronto Raptors,Philadelphia Sixers,120,88,0
93,Dallas Mavericks,Miami Heat,96,105,0
94,Phoenix Suns,Golden State Warriors,107,95,0
95,Portland Trail Blazers,Denver Nuggets,116,100,0
96,Los Angeles Lakers,Charlotte Hornets,107,92,0
97,Cleveland Cavaliers,New Orleans Pelicans,118,111,0
98,Indiana Pacers,Utah Jazz,97,86,0
99,New York Knicks,Atlanta Hawks,85,91,0
100,Chicago Bulls,Detroit Pistons,102,91,0
101,Los Angeles Clippers,San Antonio Spurs,85,89,0
102,Toronto Raptors,Orlando Magic,104,100,0
103,Memphis Grizzlies,Los Angeles Lakers,107,102,0
104,Milwaukee Bucks,Oklahoma City Thunder,85,78,0
105,Dallas Mavericks,Sacramento Kings,106,98,0
106,Portland Trail Blazers,Charlotte Hornets,102,100,0
107,Golden State Warriors,San Antonio Spurs,100,113,0
108,Washington Wizards,Detroit Pistons,107,103,0
109,Atlanta Hawks,Utah Jazz,100,97,0
110,Boston Celtics,Oklahoma City Thunder,94,109,0
111,Miami Heat,Indiana Pacers,75,81,0
112,New York Knicks,Orlando Magic,95,97,0
113,New Orleans Pelicans,Los Angeles Lakers,109,102,0
114,Denver Nuggets,Portland Trail Blazers,113,130,0
115,Phoenix Suns,Brooklyn Nets,112,104,0
116,Minnesota Timberwolves,Houston Rockets,101,113,0
117,Memphis Grizzlies,Sacramento Kings,111,110,0
118,Toronto Raptors,Chicago Bulls,93,100,0
119,Dallas Mavericks,Philadelphia Sixers,123,70,0
120,Golden State Warriors,Brooklyn Nets,107,99,0
121,Indiana Pacers,Denver Nuggets,87,108,0
122,Orlando Magic,Milwaukee Bucks,101,85,0
123,Atlanta Hawks,Miami Heat,114,103,0
124,Boston Celtics,Cleveland Cavaliers,121,122,0
125,New York Knicks,Utah Jazz,100,102,0
126,Houston Rockets,Philadelphia Sixers,88,87,0
127,New Orleans Pelicans,Minnesota Timberwolves,139,91,0
128,Oklahoma City Thunder,Detroit Pistons,89,96,1
129,Phoenix Suns,Charlotte Hornets,95,103,0
130,Los Angeles Lakers,San Antonio Spurs,80,93,0
131,Washington Wizards,Orlando Magic,98,93,0
132,Cleveland Cavaliers,Atlanta Hawks,127,94,0
133,Toronto Raptors,Utah Jazz,111,93,0
134,Chicago Bulls,Indiana Pacers,90,99,0
135,Memphis Grizzlies,Detroit Pistons,95,88,0
136,Dallas Mavericks,Minnesota Timberwolves,131,117,0
137,Portland Trail Blazers,Brooklyn Nets,97,87,0
138,Sacramento Kings,San Antonio Spurs,94,91,0
139,Golden State Warriors,Charlotte Hornets,112,87,0
140,Los Angeles Clippers,Phoenix Suns,120,107,0
141,New York Knicks,Denver Nuggets,109,93,0
142,Miami Heat,Milwaukee Bucks,84,91,0
143,Oklahoma City Thunder,Houston Rockets,65,69,0
144,Los Angeles Lakers,Golden State Warriors,115,136,0
145,Charlotte Hornets,Dallas Mavericks,80,107,0
146,Cleveland Cavaliers,Denver Nuggets,97,106,0
147,Boston Celtics,Phoenix Suns,114,118,0
148,Brooklyn Nets,Miami Heat,83,95,0
149,Detroit Pistons,Orlando Magic,93,107,0
150,Memphis Grizzlies,Houston Rockets,119,93,0
151,San Antonio Spurs,Philadelphia Sixers,100,75,0
152,Portland Trail Blazers,New Orleans Pelicans,102,93,0
153,Los Angeles Clippers,Chicago Bulls,89,105,0
154,Atlanta Hawks,Los Angeles Lakers,109,114,0
155,Milwaukee Bucks,New York Knicks,117,113,0
156,Utah Jazz,Oklahoma City Thunder,98,81,0
157,Sacramento Kings,New Orleans Pelicans,100,106,0
158,Cleveland Cavaliers,San Antonio Spurs,90,92,0
159,Indiana Pacers,Charlotte Hornets,88,86,0
160,Orlando Magic,Los Angeles Clippers,90,114,0
161,Philadelphia Sixers,Boston Celtics,90,101,0
162,Washington Wizards,Dallas Mavericks,102,105,0
163,Brooklyn Nets,Milwaukee Bucks,118,122,1
164,Detroit Pistons,Phoenix Suns,86,88,0
165,Toronto Raptors,Memphis Grizzlies,96,92,0
166,Minnesota Timberwolves,New York Knicks,115,99,0
167,Denver Nuggets,Oklahoma City Thunder,107,100,0
168,Houston Rockets,Los Angeles Lakers,92,98,0
169,Miami Heat,Los Angeles Clippers,93,110,0
170,Sacramento Kings,Chicago Bulls,103,88,0
171,Charlotte Hornets,Orlando Magic,100,105,0
172,Philadelphia Sixers,Phoenix Suns,96,122,0
173,Atlanta Hawks,Detroit Pistons,99,89,0
174,Toronto Raptors,Milwaukee Bucks,124,82,0
175,Memphis Grizzlies,Boston Celtics,117,100,0
176,Minnesota Timberwolves,San Antonio Spurs,92,121,0
177,Oklahoma City Thunder,Brooklyn Nets,92,94,0
178,Washington Wizards,Cleveland Cavaliers,91,78,0
179,Dallas Mavericks,Los Angeles Lakers,140,106,0
180,Denver Nuggets,New Orleans Pelicans,117,97,0
181,Golden State Warriors,Utah Jazz,101,88,0
182,Portland Trail Blazers,Chicago Bulls,105,87,0
183,Indiana Pacers,Phoenix Suns,83,106,0
184,Orlando Magic,Miami Heat,92,99,0
185,Cleveland Cavaliers,Toronto Raptors,93,110,0
186,New York Knicks,Philadelphia Sixers,91,83,0
187,Houston Rockets,Dallas Mavericks,95,92,0
188,Minnesota Timberwolves,Sacramento Kings,101,113,0
189,Milwaukee Bucks,Washington Wizards,100,111,0
190,San Antonio Spurs,Brooklyn Nets,99,87,0
191,Utah Jazz,New Orleans Pelicans,94,106,0
192,Memphis Grizzlies,Los Angeles Clippers,107,91,0
193,Boston Celtics,Portland Trail Blazers,88,94,0
194,Miami Heat,Charlotte Hornets,94,93,0
195,Oklahoma City Thunder,Golden State Warriors,86,91,0
196,Los Angeles Lakers,Denver Nuggets,94,101,1
197,Charlotte Hornets,Los Angeles Clippers,92,113,0
198,Cleveland Cavaliers,Orlando Magic,106,74,0
199,Philadelphia Sixers,Portland Trail Blazers,104,114,0
200,Toronto Raptors,Phoenix Suns,104,100,0
201,Houston Rockets,New York Knicks,91,86,0
202,Dallas Mavericks,Indiana Pacers,100,111,0
203,Utah Jazz,Chicago Bulls,95,97,0
204,Washington Wizards,Atlanta Hawks,102,106,0
205,Miami Heat,Golden State Warriors,97,114,0
206,Milwaukee Bucks,Detroit Pistons,98,86,0
207,New Orleans Pelicans,Sacramento Kings,89,99,0
208,Denver Nuggets,Chicago Bulls,114,109,0
209,Charlotte Hornets,Portland Trail Blazers,97,105,0
210,Cleveland Cavaliers,Washington Wizards,113,87,0
211,Orlando Magic,Golden State Warriors,96,111,0
212,Philadelphia Sixers,Brooklyn Nets,91,99,0
213,Dallas Mavericks,New York Knicks,109,102,1
214,Atlanta Hawks,Toronto Raptors,115,126,0
215,Detroit Pistons,Los Angeles Clippers,98,104,0
216,Houston Rockets,Sacramento Kings,102,89,0
217,Minnesota Timberwolves,Milwaukee Bucks,86,103,0
218,Oklahoma City Thunder,Utah Jazz,97,82,0
219,San Antonio Spurs,Indiana Pacers,106,100,0
220,Phoenix Suns,Denver Nuggets,120,112,0
221,Los Angeles Lakers,Memphis Grizzlies,93,99,0
222,Boston Celtics,Chicago Bulls,102,109,0
223,Charlotte Hornets,Golden State Warriors,101,106,0
224,Atlanta Hawks,New Orleans Pelicans,100,91,0
225,Detroit Pistons,Milwaukee Bucks,88,104,0
226,Toronto Raptors,Dallas Mavericks,102,106,0
227,Houston Rockets,Los Angeles Clippers,85,102,0
228,Oklahoma City Thunder,New York Knicks,105,78,0
229,Indiana Pacers,Orlando Magic,98,83,0
230,San Antonio Spurs,Sacramento Kings,112,104,0
231,Denver Nuggets,Phoenix Suns,122,97,0
232,Portland Trail Blazers,Memphis Grizzlies,99,112,0
233,Los Angeles Lakers,Minnesota Timberwolves,119,120,0
234,Philadelphia Sixers,Dallas Mavericks,103,110,0
235,Washington Wizards,New Orleans Pelicans,83,80,0
236,Atlanta Hawks,Charlotte Hornets,105,75,0
237,Cleveland Cavaliers,Indiana Pacers,109,97,0
238,Utah Jazz,Los Angeles Clippers,96,112,0
239,Milwaukee Bucks,Houston Rockets,103,117,0
240,Boston Celtics,San Antonio Spurs,89,111,0
241,Brooklyn Nets,Chicago Bulls,84,102,0
242,Detroit Pistons,Golden State Warriors,93,104,0
243,Sacramento Kings,Memphis Grizzlies,85,97,0
244,New York Knicks,Miami Heat,79,86,0
245,Phoenix Suns,Orlando Magic,90,93,0
246,Portland Trail Blazers,Minnesota Timberwolves,107,93,0
247,Los Angeles Lakers,Toronto Raptors,129,122,1
248,Philadelphia Sixers,San Antonio Spurs,103,109,0
249,Washington Wizards,Miami Heat,107,86,0
250,Utah Jazz,Denver Nuggets,101,103,0
251,Los Angeles Clippers,Minnesota Timberwolves,127,101,0
252,Cleveland Cavaliers,Milwaukee Bucks,111,108,0
253,Atlanta Hawks,Boston Celtics,109,105,0
254,Detroit Pistons,Los Angeles Lakers,96,106,0
255,New York Knicks,Brooklyn Nets,93,98,0
256,Chicago Bulls,Dallas Mavericks,129,132,1
257,New Orleans Pelicans,Oklahoma City Thunder,112,104,0
258,Denver Nuggets,Portland Trail Blazers,103,105,0
259,Phoenix Suns,Indiana Pacers,116,99,0
260,Sacramento Kings,Toronto Raptors,109,117,0
261,Golden State Warriors,Orlando Magic,98,97,0
262,Charlotte Hornets,Chicago Bulls,95,102,0
263,Washington Wizards,Los Angeles Lakers,111,95,0
264,Boston Celtics,Detroit Pistons,109,102,1
265,Brooklyn Nets,San Antonio Spurs,95,93,1
266,Miami Heat,Atlanta Hawks,102,112,0
267,Houston Rockets,Memphis Grizzlies,105,96,0
268,Milwaukee Bucks,Dallas Mavericks,105,107,0
269,Minnesota Timberwolves,Philadelphia Sixers,77,85,0
270,Utah Jazz,Toronto Raptors,104,123,0
271,Los Angeles Clippers,Orlando Magic,114,86,0
272,New York Knicks,Cleveland Cavaliers,87,90,0
273,Portland Trail Blazers,Indiana Pacers,88,82,0
274,Golden State Warriors,New Orleans Pelicans,112,85,0
275,Charlotte Hornets,New York Knicks,103,102,0
276,Philadelphia Sixers,Oklahoma City Thunder,91,103,0
277,Washington Wizards,Denver Nuggets,119,89,0
278,Boston Celtics,Los Angeles Lakers,113,96,0
279,Brooklyn Nets,Atlanta Hawks,75,98,0
280,Toronto Raptors,Cleveland Cavaliers,91,105,0
281,Memphis Grizzlies,San Antonio Spurs,101,107,0
282,Minnesota Timberwolves,Houston Rockets,112,114,1
283,Dallas Mavericks,Phoenix Suns,106,118,0
284,Milwaukee Bucks,Miami Heat,109,85,0
285,Utah Jazz,Orlando Magic,93,98,0
286,Sacramento Kings,Indiana Pacers,102,101,1
287,Detroit Pistons,Philadelphia Sixers,101,108,1
288,Chicago Bulls,Golden State Warriors,102,112,0
289,Houston Rockets,Phoenix Suns,100,95,0
290,San Antonio Spurs,Minnesota Timberwolves,123,101,0
291,Sacramento Kings,Orlando Magic,96,105,0
292,Los Angeles Clippers,New Orleans Pelicans,120,100,0
293,Boston Celtics,Washington Wizards,101,93,0
294,Atlanta Hawks,Denver Nuggets,96,84,0
295,Memphis Grizzlies,Miami Heat,103,87,0
296,Detroit Pistons,Oklahoma City Thunder,94,96,0
297,Dallas Mavericks,Milwaukee Bucks,125,102,0
298,New York Knicks,Portland Trail Blazers,99,103,0
299,Los Angeles Lakers,New Orleans Pelicans,87,104,0
300,Indiana Pacers,Atlanta Hawks,92,108,0
301,Washington Wizards,Boston Celtics,133,132,1
302,Brooklyn Nets,Cleveland Cavaliers,88,110,0
303,Toronto Raptors,Denver Nuggets,112,107,1
304,Minnesota Timberwolves,Golden State Warriors,86,102,0
305,Sacramento Kings,Utah Jazz,101,92,0
306,Los Angeles Clippers,Phoenix Suns,121,120,1
307,Cleveland Cavaliers,Toronto Raptors,105,101,0
308,Detroit Pistons,Portland Trail Blazers,86,98,0
309,Memphis Grizzlies,Dallas Mavericks,114,105,0
310,New Orleans Pelicans,New York Knicks,104,93,0
311,Oklahoma City Thunder,Milwaukee Bucks,114,101,0
312,Phoenix Suns,Miami Heat,97,103,0
313,Utah Jazz,San Antonio Spurs,100,96,0
314,Los Angeles Lakers,Sacramento Kings,98,95,0
315,Charlotte Hornets,Boston Celtics,96,87,0
316,Indiana Pacers,Los Angeles Clippers,96,103,0
317,Orlando Magic,Washington Wizards,89,91,0
318,Atlanta Hawks,Philadelphia Sixers,95,79,0
319,Chicago Bulls,Brooklyn Nets,105,80,0
320,Minnesota Timberwolves,Portland Trail Blazers,90,82,0
321,San Antonio Spurs,New York Knicks,109,95,0
322,Dallas Mavericks,New Orleans Pelicans,112,107,0
323,Golden State Warriors,Houston Rockets,105,93,0
324,Denver Nuggets,Miami Heat,102,82,0
325,Oklahoma City Thunder,Cleveland Cavaliers,103,94,0
326,Sacramento Kings,Houston Rockets,109,113,1
327,Memphis Grizzlies,Charlotte Hornets,113,107,1
328,Minnesota Timberwolves,Oklahoma City Thunder,92,111,0
329,New Orleans Pelicans,Cleveland Cavaliers,119,114,0
330,Phoenix Suns,Detroit Pistons,103,105,0
331,Utah Jazz,Miami Heat,95,100,0
332,San Antonio Spurs,Los Angeles Lakers,110,112,1
333,Chicago Bulls,Portland Trail Blazers,115,106,0
334,Washington Wizards,Los Angeles Clippers,104,96,0
335,Atlanta Hawks,Orlando Magic,87,81,0
336,Boston Celtics,New York Knicks,95,101,0
337,Brooklyn Nets,Philadelphia Sixers,88,70,0
338,Toronto Raptors,Indiana Pacers,106,94,0
339,Dallas Mavericks,Golden State Warriors,98,105,0
340,Charlotte Hornets,Brooklyn Nets,87,114,0
341,Indiana Pacers,Portland Trail Blazers,85,95,0
342,Orlando Magic,Atlanta Hawks,100,99,0
343,Milwaukee Bucks,Los Angeles Clippers,111,106,0
344,Philadelphia Sixers,Memphis Grizzlies,115,120,1
345,Houston Rockets,Denver Nuggets,108,96,0
346,Sacramento Kings,Detroit Pistons,90,95,0
347,New Orleans Pelicans,Golden State Warriors,122,128,1
348,Miami Heat,Chicago Bulls,75,93,0
349,Washington Wizards,Utah Jazz,93,84,0
350,Minnesota Timberwolves,Los Angeles Lakers,94,100,0
351,Oklahoma City Thunder,Phoenix Suns,112,88,0
352,New York Knicks,Toronto Raptors,90,95,1
353,Denver Nuggets,San Antonio Spurs,91,99,0
354,Cleveland Cavaliers,Charlotte Hornets,97,88,0
355,Indiana Pacers,Los Angeles Lakers,110,91,0
356,Philadelphia Sixers,Boston Celtics,87,105,0
357,Atlanta Hawks,Chicago Bulls,93,86,0
358,Toronto Raptors,Orlando Magic,95,82,0
359,Phoenix Suns,Milwaukee Bucks,94,96,0
360,Portland Trail Blazers,San Antonio Spurs,108,95,0
361,Los Angeles Clippers,Detroit Pistons,113,91,0
362,Washington Wizards,Minnesota Timberwolves,109,95,0
363,Brooklyn Nets,Miami Heat,91,95,0
364,Memphis Grizzlies,Golden State Warriors,105,98,0
365,New Orleans Pelicans,Utah Jazz,119,111,0
366,New York Knicks,Dallas Mavericks,87,107,0
367,Sacramento Kings,Oklahoma City Thunder,92,104,0
368,Charlotte Hornets,Phoenix Suns,106,111,0
369,Cleveland Cavaliers,Atlanta Hawks,98,127,0
370,Boston Celtics,Orlando Magic,109,92,0
371,Detroit Pistons,Dallas Mavericks,106,117,0
372,Miami Heat,Utah Jazz,87,105,0
373,Toronto Raptors,Brooklyn Nets,105,89,0
374,San Antonio Spurs,Memphis Grizzlies,116,117,1
375,Portland Trail Blazers,Milwaukee Bucks,104,97,0
376,Los Angeles Clippers,Indiana Pacers,102,100,0
377,Denver Nuggets,Houston Rockets,111,115,1
378,Chicago Bulls,New York Knicks,103,97,0
379,Houston Rockets,New Orleans Pelicans,90,99,0
380,Sacramento Kings,Milwaukee Bucks,107,108,0
381,Golden State Warriors,Oklahoma City Thunder,114,109,0
382,Orlando Magic,Utah Jazz,94,101,0
383,Philadelphia Sixers,Charlotte Hornets,91,109,0
384,Boston Celtics,Minnesota Timberwolves,114,98,0
385,Cleveland Cavaliers,Brooklyn Nets,95,91,0
386,Detroit Pistons,Toronto Raptors,100,110,0
387,Miami Heat,Washington Wizards,103,105,0
388,Memphis Grizzlies,Chicago Bulls,97,103,0
389,San Antonio Spurs,Portland Trail Blazers,119,129,1
390,Denver Nuggets,Los Angeles Clippers,109,106,0
391,Los Angeles Lakers,Oklahoma City Thunder,103,104,0
392,New York Knicks,Phoenix Suns,90,99,0
393,New Orleans Pelicans,Portland Trail Blazers,88,114,0
394,Charlotte Hornets,Utah Jazz,104,86,0
395,Houston Rockets,Atlanta Hawks,97,104,0
396,Dallas Mavericks,San Antonio Spurs,99,93,0
397,Denver Nuggets,Indiana Pacers,76,73,0
398,Los Angeles Clippers,Milwaukee Bucks,106,102,0
399,Toronto Raptors,New York Knicks,118,108,0
400,Cleveland Cavaliers,Memphis Grizzlies,105,91,0
401,Sacramento Kings,Los Angeles Lakers,108,101,0
402,Brooklyn Nets,Detroit Pistons,110,105,0
403,Miami Heat,Boston Celtics,100,84,0
404,Orlando Magic,Philadelphia Sixers,88,96,0
405,Washington Wizards,Phoenix Suns,92,104,0
406,Minnesota Timberwolves,Indiana Pacers,96,100,0
407,Oklahoma City Thunder,New Orleans Pelicans,99,101,0
408,Charlotte Hornets,Denver Nuggets,110,82,0
409,Chicago Bulls,Toronto Raptors,129,120,0
410,Houston Rockets,Portland Trail Blazers,110,95,0
411,Memphis Grizzlies,Utah Jazz,91,97,0
412,Dallas Mavericks,Atlanta Hawks,102,105,0
413,San Antonio Spurs,Los Angeles Clippers,125,118,0
414,Golden State Warriors,Sacramento Kings,128,108,0
415,Cleveland Cavaliers,Minnesota Timberwolves,125,104,0
416,Indiana Pacers,New Orleans Pelicans,96,84,0
417,Orlando Magic,Boston Celtics,100,95,0
418,Washington Wizards,Chicago Bulls,91,99,0
419,Atlanta Hawks,Los Angeles Clippers,107,104,0
420,Brooklyn Nets,Denver Nuggets,102,96,0
421,Miami Heat,Philadelphia Sixers,87,91,0
422,Milwaukee Bucks,Charlotte Hornets,101,108,0
423,Oklahoma City Thunder,Portland Trail Blazers,111,115,1
424,Phoenix Suns,Dallas Mavericks,124,115,0
425,Los Angeles Lakers,Golden State Warriors,115,105,0
426,New York Knicks,Washington Wizards,91,102,0
427,San Antonio Spurs,Oklahoma City Thunder,106,114,0
428,Miami Heat,Cleveland Cavaliers,101,91,0
429,Chicago Bulls,Los Angeles Lakers,113,93,0
430,Los Angeles Clippers,Golden State Warriors,100,86,0
431,Boston Celtics,Brooklyn Nets,107,109,0
432,Orlando Magic,Cleveland Cavaliers,89,98,0
433,Atlanta Hawks,Milwaukee Bucks,77,107,0
434,Detroit Pistons,Indiana Pacers,119,109,0
435,Memphis Grizzlies,Houston Rockets,111,117,1
436,New Orleans Pelicans,San Antonio Spurs,97,90,0
437,Oklahoma City Thunder,Charlotte Hornets,98,75,0
438,Dallas Mavericks,Los Angeles Lakers,102,98,0
439,Denver Nuggets,Minnesota Timberwolves,106,102,0
440,Portland Trail Blazers,Philadelphia Sixers,114,93,0
441,Sacramento Kings,Phoenix Suns,106,115,0
442,Los Angeles Clippers,Toronto Raptors,98,110,0
443,Charlotte Hornets,Orlando Magic,94,102,0
444,Washington Wizards,Boston Celtics,101,88,0
445,Miami Heat,Memphis Grizzlies,95,103,0
446,Chicago Bulls,New Orleans Pelicans,107,100,0
447,Brooklyn Nets,Indiana Pacers,85,110,0
448,Milwaukee Bucks,Atlanta Hawks,85,90,0
449,Utah Jazz,Philadelphia Sixers,88,71,0
450,Sacramento Kings,New York Knicks,135,129,1
451,Golden State Warriors,Minnesota Timberwolves,110,97,0
452,Cleveland Cavaliers,Detroit Pistons,80,103,0
453,San Antonio Spurs,Houston Rockets,110,106,0
454,Dallas Mavericks,Oklahoma City Thunder,112,107,0
455,Portland Trail Blazers,New York Knicks,101,79,0
456,Denver Nuggets,Toronto Raptors,102,116,0
457,Los Angeles Lakers,Phoenix Suns,107,116,0
458,Charlotte Hornets,Milwaukee Bucks,94,104,1
459,Indiana Pacers,Chicago Bulls,90,92,0
460,Brooklyn Nets,Sacramento Kings,107,99,0
461,Miami Heat,Orlando Magic,101,102,0
462,Houston Rockets,Washington Wizards,103,104,0
463,Los Angeles Clippers,Utah Jazz,101,97,0
464,Orlando Magic,Detroit Pistons,86,109,0
465,Atlanta Hawks,Cleveland Cavaliers,109,101,0
466,Chicago Bulls,Brooklyn Nets,82,96,0
467,Memphis Grizzlies,San Antonio Spurs,95,87,0
468,New Orleans Pelicans,Phoenix Suns,110,106,0
469,Dallas Mavericks,Washington Wizards,114,87,0
470,Denver Nuggets,Los Angeles Lakers,103,111,0
471,Utah Jazz,Minnesota Timberwolves,100,94,0
472,Portland Trail Blazers,Toronto Raptors,102,97,1
473,Golden State Warriors,Philadelphia Sixers,126,86,0
474,Boston Celtics,Sacramento Kings,106,84,0
475,Indiana Pacers,Miami Heat,106,95,0
476,Los Angeles Clippers,New York Knicks,99,78,0
477,Houston Rockets,Charlotte Hornets,102,83,0
478,Cleveland Cavaliers,Milwaukee Bucks,80,96,0
479,Oklahoma City Thunder,Phoenix Suns,137,134,1
480,San Antonio Spurs,New Orleans Pelicans,95,93,1
481,Chicago Bulls,Denver Nuggets,106,101,0
482,Minnesota Timberwolves,Sacramento Kings,107,110,0
483,Charlotte Hornets,Cleveland Cavaliers,87,91,0
484,Orlando Magic,Brooklyn Nets,98,100,0
485,Boston Celtics,Dallas Mavericks,101,119,0
486,New York Knicks,Detroit Pistons,81,97,0
487,New Orleans Pelicans,Houston Rockets,111,83,0
488,Oklahoma City Thunder,Washington Wizards,109,102,0
489,Milwaukee Bucks,Indiana Pacers,91,94,0
490,Phoenix Suns,Philadelphia Sixers,112,96,0
491,Utah Jazz,Atlanta Hawks,92,98,0
492,Golden State Warriors,Toronto Raptors,126,105,0
493,Los Angeles Lakers,Memphis Grizzlies,106,109,0
494,Orlando Magic,Charlotte Hornets,90,98,0
495,Chicago Bulls,Boston Celtics,109,104,1
496,Houston Rockets,Miami Heat,115,79,0
497,Minnesota Timberwolves,Utah Jazz,89,101,0
498,San Antonio Spurs,Washington Wizards,101,92,0
499,Denver Nuggets,Memphis Grizzlies,114,85,0
500,Portland Trail Blazers,Atlanta Hawks,107,115,0
501,Los Angeles Clippers,Philadelphia Sixers,127,91,0
502,Cleveland Cavaliers,Dallas Mavericks,90,109,0
503,Detroit Pistons,Sacramento Kings,114,95,0
504,Miami Heat,Brooklyn Nets,88,84,0
505,New York Knicks,Milwaukee Bucks,82,95,0
506,Phoenix Suns,Toronto Raptors,125,109,0
507,Los Angeles Lakers,Indiana Pacers,88,87,0
508,Philadelphia Sixers,Cleveland Cavaliers,95,92,0
509,Boston Celtics,Charlotte Hornets,95,104,0
510,Brooklyn Nets,Dallas Mavericks,88,96,1
