,homeTeam,awayTeam,homeScore,awayScore,OT
121,Indiana Pacers,New Jersey Nets,91,100,0
122,Los Angeles Lakers,Toronto Raptors,107,100,0
123,Memphis Grizzlies,Dallas Mavericks,103,115,0
124,Miami Heat,New York Knicks,76,100,0
125,Phoenix Suns,Philadelphia Sixers,106,94,0
126,San Antonio Spurs,Chicago Bulls,100,83,0
127,Seattle Supersonics,Utah Jazz,109,118,0
128,Atlanta Hawks,Miami Heat,88,93,1
129,Dallas Mavericks,Memphis Grizzlies,89,84,0
130,Denver Nuggets,Toronto Raptors,117,109,0
131,Detroit Pistons,Houston Rockets,104,92,0
132,Golden State Warriors,Seattle Supersonics,107,95,0
133,Los Angeles Clippers,Philadelphia Sixers,103,97,1
134,Milwaukee Bucks,Indiana Pacers,100,102,0
135,Minnesota Timberwolves,New Orleans Hornets,96,99,0
136,New Jersey Nets,Portland Trail Blazers,68,86,0
137,New York Knicks,Boston Celtics,118,122,0
138,Orlando Magic,Charlotte Bobcats,97,83,0
139,Utah Jazz,Phoenix Suns,120,117,1
140,Washington Wizards,Cleveland Cavaliers,111,99,0
141,Los Angeles Lakers,Chicago Bulls,82,72,0
142,Sacramento Kings,San Antonio Spurs,99,108,0
143,Charlotte Bobcats,Dallas Mavericks,85,93,0
144,Golden State Warriors,Phoenix Suns,110,113,0
145,Memphis Grizzlies,Orlando Magic,95,86,0
146,New York Knicks,Houston Rockets,90,97,0
147,Portland Trail Blazers,San Antonio Spurs,98,107,0
148,Seattle Supersonics,New Jersey Nets,99,87,0
149,Utah Jazz,Toronto Raptors,101,96,0
150,Cleveland Cavaliers,Memphis Grizzlies,97,94,0
151,Dallas Mavericks,Washington Wizards,107,80,0
152,Denver Nuggets,Chicago Bulls,113,109,0
153,Indiana Pacers,Milwaukee Bucks,93,88,0
154,Los Angeles Lakers,Los Angeles Clippers,105,101,0
155,New Orleans Hornets,Miami Heat,101,86,0
156,Philadelphia Sixers,Detroit Pistons,87,97,0
157,Charlotte Bobcats,Boston Celtics,92,83,0
158,Detroit Pistons,Atlanta Hawks,103,98,0
159,Golden State Warriors,Denver Nuggets,112,115,0
160,Houston Rockets,Washington Wizards,86,82,0
161,Los Angeles Clippers,Seattle Supersonics,85,95,0
162,Milwaukee Bucks,Philadelphia Sixers,98,94,0
163,Minnesota Timberwolves,New York Knicks,107,89,0
164,Orlando Magic,Indiana Pacers,96,91,0
165,Phoenix Suns,New Orleans Hornets,92,83,0
166,Portland Trail Blazers,New Jersey Nets,100,97,0
167,Sacramento Kings,Utah Jazz,101,110,0
168,San Antonio Spurs,Miami Heat,106,86,0
169,Toronto Raptors,Cleveland Cavaliers,95,87,0
170,Atlanta Hawks,Toronto Raptors,97,93,0
171,Boston Celtics,New York Knicks,77,101,0
172,Denver Nuggets,Golden State Warriors,140,129,0
173,Detroit Pistons,Charlotte Bobcats,104,95,0
174,Indiana Pacers,Cleveland Cavaliers,97,87,0
175,Memphis Grizzlies,Washington Wizards,95,80,0
176,Miami Heat,Orlando Magic,104,107,0
177,New Orleans Hornets,Minnesota Timberwolves,79,86,0
178,Philadelphia Sixers,Chicago Bulls,123,108,0
179,Phoenix Suns,New Jersey Nets,99,93,0
180,San Antonio Spurs,Dallas Mavericks,92,95,0
181,Seattle Supersonics,Sacramento Kings,100,109,0
182,Utah Jazz,Los Angeles Lakers,114,108,0
183,Milwaukee Bucks,Boston Celtics,98,111,0
184,Minnesota Timberwolves,Los Angeles Clippers,104,96,0
185,New York Knicks,Chicago Bulls,95,106,0
186,Orlando Magic,Atlanta Hawks,98,79,0
187,Sacramento Kings,Portland Trail Blazers,105,85,0
188,Washington Wizards,Detroit Pistons,111,115,0
189,Charlotte Bobcats,Miami Heat,93,102,0
190,Cleveland Cavaliers,Philadelphia Sixers,108,95,0
191,Dallas Mavericks,New Orleans Hornets,85,73,0
192,Golden State Warriors,Utah Jazz,91,78,0
193,Houston Rockets,Memphis Grizzlies,85,76,0
194,Denver Nuggets,Los Angeles Clippers,103,88,0
195,Los Angeles Lakers,New Jersey Nets,99,93,0
196,Portland Trail Blazers,Phoenix Suns,101,119,0
197,Seattle Supersonics,San Antonio Spurs,78,98,0
198,Toronto Raptors,Indiana Pacers,92,83,0
199,Dallas Mavericks,Minnesota Timberwolves,93,87,0
200,Golden State Warriors,San Antonio Spurs,111,102,0
201,Miami Heat,Philadelphia Sixers,103,91,0
202,Utah Jazz,Orlando Magic,75,88,0
203,Chicago Bulls,New York Knicks,102,85,0
204,Denver Nuggets,Memphis Grizzlies,96,108,0
205,Houston Rockets,Minnesota Timberwolves,82,75,0
206,Los Angeles Lakers,Milwaukee Bucks,105,109,0
207,New Jersey Nets,Charlotte Bobcats,92,96,0
208,New Orleans Hornets,Toronto Raptors,77,94,0
209,Portland Trail Blazers,Indiana Pacers,97,105,0
210,Sacramento Kings,Los Angeles Clippers,93,80,0
211,Washington Wizards,Atlanta Hawks,96,95,0
212,Atlanta Hawks,Charlotte Bobcats,99,90,0
213,Boston Celtics,New Jersey Nets,103,106,0
214,Cleveland Cavaliers,New York Knicks,98,101,0
215,Dallas Mavericks,Toronto Raptors,117,98,0
216,Golden State Warriors,Indiana Pacers,106,108,0
217,Los Angeles Clippers,Memphis Grizzlies,105,90,0
218,Phoenix Suns,Houston Rockets,102,91,0
219,Seattle Supersonics,Orlando Magic,84,94,0
220,Utah Jazz,San Antonio Spurs,83,75,0
221,Los Angeles Lakers,Utah Jazz,132,102,0
222,Miami Heat,Detroit Pistons,85,87,0
223,Atlanta Hawks,Cleveland Cavaliers,95,106,0
224,Dallas Mavericks,Sacramento Kings,109,90,0
225,Detroit Pistons,New York Knicks,108,100,0
226,Minnesota Timberwolves,Denver Nuggets,92,106,0
227,New Orleans Hornets,Chicago Bulls,108,111,0
228,Phoenix Suns,Milwaukee Bucks,122,116,0
229,Portland Trail Blazers,Orlando Magic,89,91,0
230,Seattle Supersonics,Indiana Pacers,105,103,0
231,Toronto Raptors,Boston Celtics,106,102,0
232,Washington Wizards,Charlotte Bobcats,121,109,0
233,Chicago Bulls,Washington Wizards,112,94,0
234,Denver Nuggets,Indiana Pacers,121,101,0
235,Golden State Warriors,Milwaukee Bucks,110,115,0
236,Houston Rockets,Cleveland Cavaliers,81,63,0
237,Los Angeles Lakers,Los Angeles Clippers,97,88,0
238,Memphis Grizzlies,Miami Heat,97,98,0
239,New Jersey Nets,Philadelphia Sixers,112,107,0
240,New York Knicks,Toronto Raptors,100,103,0
241,San Antonio Spurs,Sacramento Kings,100,98,0
242,Utah Jazz,Seattle Supersonics,109,107,0
243,Charlotte Bobcats,Detroit Pistons,97,89,0
244,Los Angeles Clippers,Orlando Magic,116,91,0
245,Philadelphia Sixers,Minnesota Timberwolves,84,95,0
246,Portland Trail Blazers,Atlanta Hawks,96,107,0
247,Chicago Bulls,Boston Celtics,100,82,0
248,Los Angeles Lakers,Indiana Pacers,101,87,0
249,New York Knicks,Memphis Grizzlies,98,90,0
250,Sacramento Kings,Orlando Magic,89,92,0
251,San Antonio Spurs,Golden State Warriors,129,89,0
252,Utah Jazz,Milwaukee Bucks,101,88,0
253,Washington Wizards,Dallas Mavericks,106,97,0
254,Detroit Pistons,Portland Trail Blazers,85,88,0
255,Houston Rockets,Golden State Warriors,118,90,0
256,Los Angeles Clippers,Miami Heat,101,97,0
257,New Jersey Nets,Dallas Mavericks,75,92,0
258,Phoenix Suns,Sacramento Kings,127,102,0
259,Seattle Supersonics,Atlanta Hawks,102,87,0
260,Boston Celtics,Memphis Grizzlies,96,98,0
261,Charlotte Bobcats,San Antonio Spurs,76,96,0
262,Chicago Bulls,Philadelphia Sixers,121,94,0
263,Cleveland Cavaliers,Toronto Raptors,95,91,0
264,Denver Nuggets,Atlanta Hawks,96,98,0
265,Indiana Pacers,Orlando Magic,94,80,0
266,Los Angeles Lakers,New Orleans Hornets,89,105,0
267,Milwaukee Bucks,Portland Trail Blazers,102,94,1
268,Minnesota Timberwolves,Houston Rockets,90,84,0
269,New York Knicks,Washington Wizards,102,113,0
270,Dallas Mavericks,Detroit Pistons,82,92,0
271,New Jersey Nets,Phoenix Suns,157,161,1
272,Sacramento Kings,Miami Heat,91,93,1
273,Boston Celtics,Phoenix Suns,111,116,0
274,Charlotte Bobcats,Houston Rockets,62,92,0
275,Chicago Bulls,Toronto Raptors,93,90,0
276,Denver Nuggets,Miami Heat,123,107,0
277,Indiana Pacers,Portland Trail Blazers,108,95,0
278,Los Angeles Lakers,Atlanta Hawks,106,95,0
279,Milwaukee Bucks,Memphis Grizzlies,100,94,0
280,Minnesota Timberwolves,Utah Jazz,110,103,0
281,Orlando Magic,Detroit Pistons,83,87,0
282,Philadelphia Sixers,Washington Wizards,98,113,0
283,San Antonio Spurs,Los Angeles Clippers,111,82,0
284,Seattle Supersonics,New Orleans Hornets,94,74,0
285,Chicago Bulls,Minnesota Timberwolves,81,91,0
286,Cleveland Cavaliers,Indiana Pacers,107,75,0
287,Dallas Mavericks,Denver Nuggets,105,90,0
288,Golden State Warriors,New Orleans Hornets,101,80,0
289,Memphis Grizzlies,Los Angeles Clippers,82,89,0
290,New Jersey Nets,Boston Celtics,90,92,0
291,New York Knicks,Milwaukee Bucks,115,107,0
292,Orlando Magic,Philadelphia Sixers,86,84,0
293,Washington Wizards,Houston Rockets,109,114,0
294,Charlotte Bobcats,Phoenix Suns,84,114,0
295,Los Angeles Lakers,San Antonio Spurs,106,99,0
296,Sacramento Kings,Atlanta Hawks,117,92,0
297,Seattle Supersonics,Golden State Warriors,117,115,0
298,Toronto Raptors,Portland Trail Blazers,83,93,0
299,Chicago Bulls,Indiana Pacers,106,91,0
300,Los Angeles Clippers,San Antonio Spurs,81,103,0
301,Miami Heat,Toronto Raptors,99,77,0
302,New Jersey Nets,Memphis Grizzlies,105,92,0
303,New Orleans Hornets,Cleveland Cavaliers,95,89,0
304,New York Knicks,Boston Celtics,90,97,0
305,Orlando Magic,Phoenix Suns,89,103,0
306,Philadelphia Sixers,Portland Trail Blazers,79,81,0
307,Utah Jazz,Dallas Mavericks,101,79,0
308,Atlanta Hawks,Denver Nuggets,87,100,0
309,Golden State Warriors,Sacramento Kings,126,113,0
310,Houston Rockets,Los Angeles Lakers,94,102,0
311,Milwaukee Bucks,Seattle Supersonics,94,93,0
312,Chicago Bulls,Seattle Supersonics,99,84,0
313,Cleveland Cavaliers,Charlotte Bobcats,104,101,0
314,Dallas Mavericks,Los Angeles Lakers,110,101,0
315,Indiana Pacers,Detroit Pistons,101,90,0
316,Los Angeles Clippers,Utah Jazz,86,105,0
317,Memphis Grizzlies,Portland Trail Blazers,79,85,0
318,Miami Heat,Phoenix Suns,89,99,0
319,New Jersey Nets,Milwaukee Bucks,108,95,0
320,New York Knicks,Atlanta Hawks,94,82,0
321,Orlando Magic,Toronto Raptors,84,91,0
322,Philadelphia Sixers,Boston Celtics,81,101,0
323,San Antonio Spurs,Minnesota Timberwolves,95,82,0
324,Washington Wizards,Denver Nuggets,120,91,0
325,Charlotte Bobcats,Orlando Magic,99,89,0
326,Golden State Warriors,Houston Rockets,109,107,0
327,New Orleans Hornets,San Antonio Spurs,77,103,0
328,Boston Celtics,Denver Nuggets,119,114,0
329,Chicago Bulls,Milwaukee Bucks,117,111,0
330,Cleveland Cavaliers,Seattle Supersonics,106,84,0
331,Dallas Mavericks,Philadelphia Sixers,93,79,0
332,Indiana Pacers,New York Knicks,112,96,0
333,Los Angeles Lakers,Houston Rockets,112,101,1
334,Memphis Grizzlies,Atlanta Hawks,88,97,0
335,Phoenix Suns,Golden State Warriors,105,101,0
336,Portland Trail Blazers,Los Angeles Clippers,109,99,0
337,Toronto Raptors,New Jersey Nets,90,78,0
338,Utah Jazz,Sacramento Kings,97,98,0
339,Washington Wizards,Miami Heat,106,95,0
340,Atlanta Hawks,Chicago Bulls,104,106,1
341,Charlotte Bobcats,Boston Celtics,100,106,0
342,Miami Heat,Memphis Grizzlies,98,90,0
343,Milwaukee Bucks,Minnesota Timberwolves,108,104,0
344,New Jersey Nets,Detroit Pistons,82,90,0
345,New Orleans Hornets,Dallas Mavericks,79,90,0
346,New York Knicks,Denver Nuggets,100,123,0
347,Orlando Magic,Cleveland Cavaliers,81,74,0
348,Sacramento Kings,Phoenix Suns,98,105,0
349,San Antonio Spurs,Philadelphia Sixers,103,98,0
350,Detroit Pistons,Seattle Supersonics,97,93,0
351,Indiana Pacers,Utah Jazz,94,104,0
352,Los Angeles Clippers,Houston Rockets,103,108,0
353,Los Angeles Lakers,Washington Wizards,141,147,1
354,Toronto Raptors,Golden State Warriors,120,115,0
355,Denver Nuggets,Washington Wizards,117,108,0
356,Memphis Grizzlies,Seattle Supersonics,134,126,1
357,Miami Heat,New Orleans Hornets,101,99,0
358,New Jersey Nets,Golden State Warriors,105,97,0
359,New York Knicks,Utah Jazz,97,96,1
360,Sacramento Kings,Dallas Mavericks,91,109,0
361,Chicago Bulls,Los Angeles Lakers,94,89,0
362,Phoenix Suns,Toronto Raptors,115,98,0
363,Atlanta Hawks,Utah Jazz,106,112,0
364,Boston Celtics,Golden State Warriors,95,96,0
365,Los Angeles Clippers,Toronto Raptors,96,98,0
366,Milwaukee Bucks,Miami Heat,121,95,0
367,Minnesota Timberwolves,Los Angeles Lakers,94,111,0
368,New Jersey Nets,Cleveland Cavaliers,113,111,0
369,New York Knicks,Charlotte Bobcats,111,109,1
370,Orlando Magic,New Orleans Hornets,86,83,0
371,Philadelphia Sixers,Indiana Pacers,93,101,0
372,Portland Trail Blazers,Houston Rockets,89,87,0
373,San Antonio Spurs,Memphis Grizzlies,105,98,0
374,Seattle Supersonics,Dallas Mavericks,95,103,0
375,Cleveland Cavaliers,Detroit Pistons,71,87,0
376,Sacramento Kings,Washington Wizards,119,126,0
377,Atlanta Hawks,Indiana Pacers,90,100,0
378,Boston Celtics,Philadelphia Sixers,83,98,0
379,Charlotte Bobcats,Utah Jazz,101,89,0
380,Dallas Mavericks,Los Angeles Clippers,115,83,0
381,Denver Nuggets,Sacramento Kings,96,101,0
382,Minnesota Timberwolves,Milwaukee Bucks,107,113,0
383,New Jersey Nets,Los Angeles Lakers,95,99,0
384,New Orleans Hornets,Memphis Grizzlies,100,97,1
385,New York Knicks,Chicago Bulls,103,92,0
386,Orlando Magic,Golden State Warriors,108,117,0
387,Phoenix Suns,Washington Wizards,139,144,1
388,Portland Trail Blazers,Toronto Raptors,100,101,1
389,San Antonio Spurs,Houston Rockets,78,97,0
390,Chicago Bulls,Charlotte Bobcats,115,76,0
391,Cleveland Cavaliers,Orlando Magic,86,83,0
392,Detroit Pistons,Atlanta Hawks,108,81,0
393,Houston Rockets,Los Angeles Clippers,93,98,0
394,Indiana Pacers,Minnesota Timberwolves,71,78,0
395,Memphis Grizzlies,Utah Jazz,97,100,0
396,Miami Heat,Golden State Warriors,105,92,0
397,Milwaukee Bucks,New Jersey Nets,115,104,0
398,New Orleans Hornets,San Antonio Spurs,77,112,0
399,Philadelphia Sixers,New York Knicks,98,77,0
400,Seattle Supersonics,Toronto Raptors,110,97,0
401,Miami Heat,Los Angeles Lakers,101,85,0
402,Dallas Mavericks,Charlotte Bobcats,97,84,0
403,Denver Nuggets,Boston Celtics,116,105,0
404,Detroit Pistons,New Jersey Nets,92,91,0
405,Golden State Warriors,Philadelphia Sixers,116,97,0
406,Indiana Pacers,Houston Rockets,81,76,0
407,Minnesota Timberwolves,Chicago Bulls,100,98,0
408,Phoenix Suns,Portland Trail Blazers,110,87,0
409,San Antonio Spurs,Milwaukee Bucks,107,114,0
410,Seattle Supersonics,New Orleans Hornets,102,94,0
411,Utah Jazz,Los Angeles Clippers,102,92,0
412,Washington Wizards,Memphis Grizzlies,116,101,0
413,Atlanta Hawks,Cleveland Cavaliers,76,89,0
414,Charlotte Bobcats,Washington Wizards,107,114,0
415,Chicago Bulls,Miami Heat,109,103,0
416,Los Angeles Clippers,Boston Celtics,100,77,0
417,Memphis Grizzlies,Milwaukee Bucks,96,112,0
418,New Jersey Nets,Houston Rockets,71,96,0
419,New York Knicks,Detroit Pistons,151,145,1
420,Orlando Magic,Los Angeles Lakers,93,106,0
421,Portland Trail Blazers,New Orleans Hornets,100,85,0
422,Sacramento Kings,Philadelphia Sixers,101,76,0
423,Toronto Raptors,Minnesota Timberwolves,100,97,0
424,Dallas Mavericks,Phoenix Suns,101,99,0
425,Denver Nuggets,Seattle Supersonics,112,98,0
426,San Antonio Spurs,Utah Jazz,106,83,0
427,Charlotte Bobcats,Los Angeles Lakers,133,124,1
428,Cleveland Cavaliers,Milwaukee Bucks,109,99,0
429,Detroit Pistons,Indiana Pacers,92,93,0
430,Golden State Warriors,Boston Celtics,110,100,0
431,Houston Rockets,Atlanta Hawks,94,68,0
432,Los Angeles Clippers,Sacramento Kings,102,93,0
433,Miami Heat,New Jersey Nets,81,91,0
434,Minnesota Timberwolves,Seattle Supersonics,101,82,0
435,New Orleans Hornets,Denver Nuggets,99,89,0
436,Phoenix Suns,New York Knicks,108,86,0
437,Portland Trail Blazers,Philadelphia Sixers,95,98,0
438,Toronto Raptors,Chicago Bulls,97,107,0
439,Washington Wizards,Orlando Magic,112,111,0
440,Milwaukee Bucks,Washington Wizards,119,102,0
441,New Jersey Nets,Minnesota Timberwolves,100,92,0
442,Orlando Magic,Miami Heat,97,68,0
443,Sacramento Kings,Golden State Warriors,119,96,0
444,Utah Jazz,Portland Trail Blazers,96,86,0
445,Chicago Bulls,Cleveland Cavaliers,103,96,0
446,Dallas Mavericks,New Orleans Hornets,94,80,0
447,Indiana Pacers,Charlotte Bobcats,102,113,0
448,Memphis Grizzlies,Toronto Raptors,110,104,0
449,Denver Nuggets,Dallas Mavericks,85,89,0
450,Detroit Pistons,Phoenix Suns,101,108,0
451,Houston Rockets,Memphis Grizzlies,111,109,0
452,Los Angeles Clippers,New York Knicks,90,80,0
453,Los Angeles Lakers,Philadelphia Sixers,104,94,0
454,San Antonio Spurs,Atlanta Hawks,95,81,0
455,Seattle Supersonics,Boston Celtics,101,95,0
456,Charlotte Bobcats,Minnesota Timberwolves,96,102,0
457,Portland Trail Blazers,Boston Celtics,81,89,0
458,Chicago Bulls,Phoenix Suns,96,97,0
459,Cleveland Cavaliers,San Antonio Spurs,82,78,0
460,Dallas Mavericks,Seattle Supersonics,112,88,0
461,Denver Nuggets,Philadelphia Sixers,97,108,0
462,New Orleans Hornets,Golden State Warriors,89,97,0
463,Orlando Magic,Los Angeles Clippers,91,86,0
464,Sacramento Kings,New York Knicks,112,100,0
465,Boston Celtics,Cleveland Cavaliers,104,107,0
466,Houston Rockets,Seattle Supersonics,103,96,0
467,Memphis Grizzlies,Golden State Warriors,144,135,0
468,Miami Heat,Los Angeles Clippers,95,110,0
469,Minnesota Timberwolves,San Antonio Spurs,103,101,1
470,Portland Trail Blazers,New York Knicks,81,99,0
471,Toronto Raptors,Phoenix Suns,98,100,0
472,Utah Jazz,Philadelphia Sixers,98,87,0
473,Washington Wizards,Milwaukee Bucks,108,105,0
474,Dallas Mavericks,Indiana Pacers,100,91,0
475,New Orleans Hornets,Detroit Pistons,68,92,0
476,Sacramento Kings,Los Angeles Lakers,128,132,1
477,Houston Rockets,Utah Jazz,100,86,0
478,Los Angeles Lakers,Denver Nuggets,123,104,0
479,Memphis Grizzlies,Boston Celtics,119,128,0
480,Milwaukee Bucks,Cleveland Cavaliers,86,95,0
481,Minnesota Timberwolves,Philadelphia Sixers,104,102,1
482,New Jersey Nets,Chicago Bulls,91,86,0
483,Orlando Magic,Charlotte Bobcats,106,74,0
484,Phoenix Suns,Miami Heat,108,80,0
485,San Antonio Spurs,Dallas Mavericks,85,90,0
486,Seattle Supersonics,New York Knicks,93,111,0
487,Toronto Raptors,Atlanta Hawks,105,92,0
488,Washington Wizards,Los Angeles Clippers,116,105,0
489,Atlanta Hawks,Los Angeles Clippers,86,74,0
490,Chicago Bulls,Detroit Pistons,106,89,0
491,Cleveland Cavaliers,New Jersey Nets,96,91,0
492,Denver Nuggets,Utah Jazz,84,96,0
493,Golden State Warriors,Seattle Supersonics,108,104,0
494,New Orleans Hornets,Indiana Pacers,93,100,0
495,Sacramento Kings,Portland Trail Blazers,105,110,1
496,Los Angeles Lakers,Dallas Mavericks,101,98,0
497,Memphis Grizzlies,San Antonio Spurs,96,110,0
498,Minnesota Timberwolves,Houston Rockets,103,99,1
499,Orlando Magic,Boston Celtics,87,79,0
500,Phoenix Suns,Golden State Warriors,128,105,0
501,Portland Trail Blazers,Miami Heat,90,93,0
502,Toronto Raptors,Washington Wizards,116,111,0
503,Chicago Bulls,Houston Rockets,77,84,0
504,Denver Nuggets,Milwaukee Bucks,104,92,0
505,New Orleans Hornets,Los Angeles Clippers,90,100,0
506,Indiana Pacers,Atlanta Hawks,91,72,0
507,Memphis Grizzlies,Los Angeles Lakers,128,118,0
508,New Jersey Nets,Toronto Raptors,101,86,0
509,Philadelphia Sixers,Detroit Pistons,89,98,0
510,Phoenix Suns,Seattle Supersonics,113,102,0
511,Sacramento Kings,Cleveland Cavaliers,98,108,0
512,San Antonio Spurs,Portland Trail Blazers,98,84,0
513,Utah Jazz,Dallas Mavericks,105,108,0
514,Atlanta Hawks,New Orleans Hornets,77,96,0
