,homeTeam,awayTeam,homeScore,awayScore,OT
56,Dallas Mavericks,Toronto Raptors,91,102,0
57,Sacramento Kings,Memphis Grizzlies,89,103,0
58,Los Angeles Lakers,Denver Nuggets,109,120,0
59,Indiana Pacers,Boston Celtics,100,98,0
60,Washington Wizards,San Antonio Spurs,102,99,0
61,Atlanta Hawks,Brooklyn Nets,101,87,0
62,Cleveland Cavaliers,New York Knicks,96,86,0
63,Houston Rockets,Orlando Magic,119,114,1
64,Milwaukee Bucks,Philadelphia Sixers,91,87,0
65,Oklahoma City Thunder,Toronto Raptors,98,103,0
66,Phoenix Suns,Sacramento Kings,118,97,0
67,Utah Jazz,Portland Trail Blazers,92,108,0
68,Golden State Warriors,Los Angeles Clippers,112,108,0
69,Chicago Bulls,Oklahoma City Thunder,104,98,0
70,Minnesota Timberwolves,Miami Heat,84,96,0
71,Dallas Mavericks,Charlotte Hornets,94,108,0
72,Denver Nuggets,Utah Jazz,84,96,0
73,Portland Trail Blazers,Memphis Grizzlies,115,96,0
74,Orlando Magic,Toronto Raptors,92,87,0
75,Boston Celtics,Washington Wizards,118,98,0
76,Brooklyn Nets,Los Angeles Lakers,98,104,0
77,Cleveland Cavaliers,Philadelphia Sixers,108,102,0
78,New York Knicks,Milwaukee Bucks,92,99,0
79,Indiana Pacers,Miami Heat,90,87,0
80,New Orleans Pelicans,Atlanta Hawks,115,121,0
81,Phoenix Suns,Detroit Pistons,92,100,0
82,Golden State Warriors,Denver Nuggets,119,104,0
83,Sacramento Kings,Houston Rockets,110,116,0
84,Chicago Bulls,Minnesota Timberwolves,93,102,1
85,Philadelphia Sixers,Orlando Magic,97,105,0
86,Atlanta Hawks,Washington Wizards,114,99,0
87,Dallas Mavericks,New Orleans Pelicans,107,98,0
88,Milwaukee Bucks,Brooklyn Nets,94,86,0
89,San Antonio Spurs,Charlotte Hornets,114,94,0
90,Utah Jazz,Memphis Grizzlies,89,79,0
91,Sacramento Kings,Golden State Warriors,94,103,0
92,Los Angeles Clippers,Houston Rockets,105,109,0
93,Cleveland Cavaliers,Indiana Pacers,101,97,0
94,New York Knicks,Los Angeles Lakers,99,95,0
95,Miami Heat,Toronto Raptors,96,76,0
96,Oklahoma City Thunder,Phoenix Suns,124,103,0
97,Portland Trail Blazers,Detroit Pistons,103,120,0
98,Indiana Pacers,Orlando Magic,97,84,0
99,Philadelphia Sixers,Chicago Bulls,88,111,0
100,Atlanta Hawks,Minnesota Timberwolves,107,117,0
101,Denver Nuggets,Portland Trail Blazers,108,104,0
102,Sacramento Kings,San Antonio Spurs,88,106,0
103,Golden State Warriors,Detroit Pistons,109,95,0
104,Los Angeles Clippers,Memphis Grizzlies,94,92,0
105,Cleveland Cavaliers,Utah Jazz,118,114,0
106,Washington Wizards,Oklahoma City Thunder,101,125,0
107,Miami Heat,Los Angeles Lakers,101,88,0
108,Toronto Raptors,New York Knicks,109,111,0
109,Milwaukee Bucks,Boston Celtics,83,99,0
110,Minnesota Timberwolves,Charlotte Hornets,95,104,0
111,New Orleans Pelicans,Dallas Mavericks,120,105,0
112,Charlotte Hornets,New York Knicks,95,93,0
113,Orlando Magic,Los Angeles Lakers,101,99,0
114,Philadelphia Sixers,Toronto Raptors,103,119,0
115,Boston Celtics,Indiana Pacers,91,102,0
116,Atlanta Hawks,New Orleans Pelicans,106,98,0
117,Dallas Mavericks,Los Angeles Clippers,118,108,0
118,Houston Rockets,Brooklyn Nets,98,106,0
119,Memphis Grizzlies,Golden State Warriors,84,100,0
120,Denver Nuggets,Milwaukee Bucks,103,102,0
121,Sacramento Kings,Detroit Pistons,101,92,0
122,Portland Trail Blazers,San Antonio Spurs,101,113,0
123,Miami Heat,Utah Jazz,92,91,0
124,Minnesota Timberwolves,Golden State Warriors,116,129,0
125,Phoenix Suns,Los Angeles Clippers,118,104,0
126,Indiana Pacers,Minnesota Timberwolves,107,103,0
127,Orlando Magic,Utah Jazz,102,93,0
128,Boston Celtics,Atlanta Hawks,106,93,0
129,New York Knicks,Cleveland Cavaliers,84,90,0
130,Toronto Raptors,New Orleans Pelicans,100,81,0
131,Chicago Bulls,Charlotte Hornets,102,97,0
132,Memphis Grizzlies,Portland Trail Blazers,101,100,0
133,Oklahoma City Thunder,Philadelphia Sixers,102,85,0
134,Dallas Mavericks,Los Angeles Lakers,90,82,0
135,Denver Nuggets,Houston Rockets,107,98,0
136,Sacramento Kings,Brooklyn Nets,111,109,0
137,Los Angeles Clippers,Detroit Pistons,101,96,0
138,Washington Wizards,Orlando Magic,108,99,0
139,Houston Rockets,Dallas Mavericks,98,110,0
140,Milwaukee Bucks,Cleveland Cavaliers,108,105,1
141,San Antonio Spurs,Philadelphia Sixers,92,83,0
142,Phoenix Suns,Denver Nuggets,105,81,0
143,Golden State Warriors,Brooklyn Nets,107,99,1
144,New York Knicks,New Orleans Pelicans,95,87,0
145,Minnesota Timberwolves,Memphis Grizzlies,106,114,0
146,Charlotte Hornets,Portland Trail Blazers,106,94,0
147,Atlanta Hawks,Utah Jazz,96,97,0
148,Oklahoma City Thunder,Boston Celtics,85,100,0
149,Sacramento Kings,Toronto Raptors,107,101,0
150,Los Angeles Lakers,Detroit Pistons,97,85,0
151,Philadelphia Sixers,Dallas Mavericks,86,92,0
152,Chicago Bulls,Indiana Pacers,96,95,0
153,Houston Rockets,Boston Celtics,95,111,0
154,Memphis Grizzlies,Oklahoma City Thunder,122,114,0
155,San Antonio Spurs,Portland Trail Blazers,93,80,0
156,Phoenix Suns,Los Angeles Lakers,120,101,0
157,Washington Wizards,Milwaukee Bucks,115,86,0
158,Brooklyn Nets,Atlanta Hawks,90,88,0
159,Detroit Pistons,Cleveland Cavaliers,104,99,0
160,Miami Heat,Minnesota Timberwolves,91,103,0
161,New York Knicks,Charlotte Hornets,102,94,0
162,New Orleans Pelicans,Denver Nuggets,98,115,0
163,Golden State Warriors,Toronto Raptors,115,110,0
164,Charlotte Hornets,Brooklyn Nets,116,111,0
165,Orlando Magic,Minnesota Timberwolves,104,101,1
166,Philadelphia Sixers,Indiana Pacers,85,112,0
167,Boston Celtics,Dallas Mavericks,102,106,0
168,Atlanta Hawks,Sacramento Kings,103,97,0
169,Houston Rockets,Portland Trail Blazers,108,103,1
170,Oklahoma City Thunder,New Orleans Pelicans,110,103,0
171,San Antonio Spurs,Denver Nuggets,109,98,0
172,Utah Jazz,Toronto Raptors,93,89,0
173,Phoenix Suns,Chicago Bulls,97,103,0
174,Miami Heat,Sacramento Kings,116,109,0
175,Cleveland Cavaliers,Milwaukee Bucks,115,100,0
176,Los Angeles Clippers,Golden State Warriors,117,124,0
177,Charlotte Hornets,Philadelphia Sixers,113,88,0
178,Boston Celtics,Brooklyn Nets,120,95,0
179,Memphis Grizzlies,Houston Rockets,96,84,0
180,Minnesota Timberwolves,Detroit Pistons,86,96,0
181,New Orleans Pelicans,San Antonio Spurs,104,90,0
182,Oklahoma City Thunder,New York Knicks,90,93,0
183,Dallas Mavericks,Utah Jazz,102,93,0
184,Denver Nuggets,Phoenix Suns,107,114,0
185,Portland Trail Blazers,Los Angeles Clippers,102,91,0
186,Golden State Warriors,Chicago Bulls,106,94,0
187,Los Angeles Lakers,Toronto Raptors,91,102,0
188,Orlando Magic,Sacramento Kings,91,97,0
189,Indiana Pacers,Milwaukee Bucks,123,86,0
190,Cleveland Cavaliers,Atlanta Hawks,109,97,0
191,Detroit Pistons,Washington Wizards,95,97,0
192,Miami Heat,Philadelphia Sixers,96,91,0
193,Houston Rockets,New York Knicks,102,107,0
194,San Antonio Spurs,Memphis Grizzlies,92,82,0
195,Los Angeles Clippers,Toronto Raptors,80,91,0
196,Brooklyn Nets,Boston Celtics,111,101,0
197,New Orleans Pelicans,Phoenix Suns,122,116,0
198,Oklahoma City Thunder,Dallas Mavericks,117,114,0
199,Denver Nuggets,Golden State Warriors,105,118,0
200,Los Angeles Lakers,Portland Trail Blazers,93,107,0
201,Charlotte Hornets,Sacramento Kings,127,122,1
202,Cleveland Cavaliers,Orlando Magic,117,103,0
203,Miami Heat,New York Knicks,95,78,0
204,Milwaukee Bucks,Detroit Pistons,109,88,0
205,Minnesota Timberwolves,Philadelphia Sixers,100,95,0
206,San Antonio Spurs,Phoenix Suns,98,84,0
207,Utah Jazz,Oklahoma City Thunder,89,111,0
208,Washington Wizards,Indiana Pacers,106,123,0
209,Atlanta Hawks,Boston Celtics,121,97,0
210,Memphis Grizzlies,Dallas Mavericks,110,96,0
211,Denver Nuggets,Los Angeles Clippers,94,111,0
212,Portland Trail Blazers,Chicago Bulls,88,93,0
213,Golden State Warriors,Los Angeles Lakers,111,77,0
214,Charlotte Hornets,Washington Wizards,101,87,0
215,Orlando Magic,New York Knicks,100,91,0
216,Boston Celtics,Philadelphia Sixers,84,80,0
217,Detroit Pistons,Miami Heat,104,81,0
218,Toronto Raptors,Cleveland Cavaliers,103,99,0
219,Houston Rockets,Memphis Grizzlies,93,102,0
220,Milwaukee Bucks,Sacramento Kings,118,129,0
221,Minnesota Timberwolves,Atlanta Hawks,99,95,0
222,Oklahoma City Thunder,Brooklyn Nets,110,99,0
223,San Antonio Spurs,Dallas Mavericks,88,83,0
224,Phoenix Suns,New Orleans Pelicans,114,120,0
225,Los Angeles Clippers,Utah Jazz,91,102,0
226,Charlotte Hornets,Cleveland Cavaliers,90,95,0
227,Orlando Magic,Milwaukee Bucks,114,90,0
228,Boston Celtics,Washington Wizards,111,78,0
229,New York Knicks,Miami Heat,78,97,0
230,Indiana Pacers,Chicago Bulls,104,92,0
231,Houston Rockets,Philadelphia Sixers,116,114,0
232,Memphis Grizzlies,Atlanta Hawks,101,116,0
233,Oklahoma City Thunder,Detroit Pistons,103,87,0
234,Denver Nuggets,San Antonio Spurs,80,91,0
235,Phoenix Suns,Golden State Warriors,116,135,0
236,Sacramento Kings,Minnesota Timberwolves,91,101,0
237,Los Angeles Clippers,New Orleans Pelicans,111,90,0
238,Washington Wizards,Toronto Raptors,82,84,0
239,Cleveland Cavaliers,Brooklyn Nets,90,88,0
240,Dallas Mavericks,Denver Nuggets,92,81,0
241,San Antonio Spurs,Atlanta Hawks,108,88,0
242,Utah Jazz,New Orleans Pelicans,101,87,0
243,Portland Trail Blazers,Los Angeles Lakers,108,96,0
244,Golden State Warriors,Sacramento Kings,120,101,0
245,Charlotte Hornets,Milwaukee Bucks,87,82,0
246,Los Angeles Clippers,Minnesota Timberwolves,107,99,0
247,Brooklyn Nets,Detroit Pistons,87,83,0
248,Orlando Magic,Boston Celtics,110,91,0
249,Toronto Raptors,Phoenix Suns,102,107,0
250,Memphis Grizzlies,Philadelphia Sixers,92,84,0
251,New York Knicks,Houston Rockets,111,116,1
252,Los Angeles Lakers,Indiana Pacers,103,107,0
253,Detroit Pistons,Houston Rockets,116,105,0
254,Miami Heat,Boston Celtics,95,105,0
255,Atlanta Hawks,Oklahoma City Thunder,106,100,0
256,Chicago Bulls,San Antonio Spurs,92,89,0
257,Milwaukee Bucks,Denver Nuggets,92,74,0
258,Utah Jazz,Golden State Warriors,103,106,0
259,Sacramento Kings,Dallas Mavericks,112,98,0
260,Los Angeles Clippers,Portland Trail Blazers,102,87,0
261,Cleveland Cavaliers,Washington Wizards,85,97,0
262,Philadelphia Sixers,Los Angeles Lakers,103,91,0
263,Brooklyn Nets,Phoenix Suns,94,91,0
264,Minnesota Timberwolves,Orlando Magic,93,96,0
265,New Orleans Pelicans,Memphis Grizzlies,104,113,0
266,Portland Trail Blazers,Dallas Mavericks,112,115,1
267,Charlotte Hornets,Golden State Warriors,99,116,0
268,Washington Wizards,Los Angeles Lakers,104,108,0
269,Detroit Pistons,Phoenix Suns,127,122,1
270,New York Knicks,Philadelphia Sixers,99,87,0
271,Atlanta Hawks,Toronto Raptors,86,96,0
272,Chicago Bulls,Denver Nuggets,99,90,0
273,Houston Rockets,New Orleans Pelicans,108,101,0
274,San Antonio Spurs,Milwaukee Bucks,95,70,0
275,Los Angeles Clippers,Indiana Pacers,91,103,0
276,Miami Heat,Oklahoma City Thunder,97,95,0
277,Toronto Raptors,Denver Nuggets,105,106,0
278,Utah Jazz,Orlando Magic,94,103,0
279,Memphis Grizzlies,San Antonio Spurs,83,103,0
280,Portland Trail Blazers,Indiana Pacers,123,111,0
281,Sacramento Kings,Boston Celtics,97,114,0
282,New York Knicks,Brooklyn Nets,108,91,0
283,Washington Wizards,Phoenix Suns,109,106,0
284,Detroit Pistons,Milwaukee Bucks,102,95,0
285,Atlanta Hawks,Los Angeles Lakers,100,87,0
286,Dallas Mavericks,Houston Rockets,96,100,0
287,New Orleans Pelicans,Cleveland Cavaliers,114,108,1
288,Philadelphia Sixers,Denver Nuggets,105,108,0
289,Toronto Raptors,Golden State Warriors,109,112,0
290,Miami Heat,Cleveland Cavaliers,99,84,0
291,Chicago Bulls,Charlotte Hornets,96,102,0
292,Houston Rockets,Sacramento Kings,120,113,0
293,Minnesota Timberwolves,Portland Trail Blazers,103,109,0
294,Milwaukee Bucks,New York Knicks,106,91,0
295,San Antonio Spurs,Boston Celtics,108,105,0
296,Utah Jazz,Indiana Pacers,122,119,1
297,Los Angeles Clippers,Orlando Magic,103,101,0
298,Memphis Grizzlies,Phoenix Suns,95,93,0
299,Brooklyn Nets,Golden State Warriors,98,114,0
300,Detroit Pistons,Los Angeles Lakers,111,91,0
301,Washington Wizards,Dallas Mavericks,104,116,0
302,Oklahoma City Thunder,Sacramento Kings,98,95,0
303,Charlotte Hornets,Detroit Pistons,104,84,0
304,Philadelphia Sixers,San Antonio Spurs,68,119,0
305,Miami Heat,Washington Wizards,103,114,0
306,New York Knicks,Dallas Mavericks,97,104,0
307,Toronto Raptors,Los Angeles Lakers,102,93,0
308,Chicago Bulls,Phoenix Suns,101,103,0
309,Milwaukee Bucks,Portland Trail Blazers,90,88,0
310,Minnesota Timberwolves,Los Angeles Clippers,106,110,0
311,New Orleans Pelicans,Boston Celtics,93,111,0
312,Cleveland Cavaliers,Portland Trail Blazers,105,100,0
313,Indiana Pacers,Golden State Warriors,123,131,0
314,Brooklyn Nets,Houston Rockets,110,105,0
315,Memphis Grizzlies,Oklahoma City Thunder,88,125,0
316,Denver Nuggets,Orlando Magic,74,85,0
317,Sacramento Kings,Utah Jazz,114,106,0
318,Boston Celtics,Chicago Bulls,105,100,0
319,Charlotte Hornets,Miami Heat,99,81,0
320,Washington Wizards,Houston Rockets,103,109,0
321,Detroit Pistons,Memphis Grizzlies,92,93,0
322,Toronto Raptors,San Antonio Spurs,97,94,0
323,Milwaukee Bucks,Los Angeles Clippers,95,109,0
324,Minnesota Timberwolves,Los Angeles Lakers,123,122,1
325,Phoenix Suns,Orlando Magic,107,104,0
326,Utah Jazz,New York Knicks,106,85,0
327,Dallas Mavericks,Atlanta Hawks,95,98,0
328,Brooklyn Nets,Philadelphia Sixers,100,91,0
329,Chicago Bulls,Los Angeles Clippers,83,80,0
330,Oklahoma City Thunder,Atlanta Hawks,107,94,0
331,Sacramento Kings,New York Knicks,99,97,0
332,Indiana Pacers,Miami Heat,96,83,0
333,Orlando Magic,Cleveland Cavaliers,76,111,0
334,Philadelphia Sixers,Detroit Pistons,95,107,0
335,Boston Celtics,Golden State Warriors,119,124,1
336,Toronto Raptors,Milwaukee Bucks,90,83,0
337,Memphis Grizzlies,Charlotte Hornets,99,123,0
338,New Orleans Pelicans,Washington Wizards,107,105,0
339,Denver Nuggets,Minnesota Timberwolves,111,108,1
340,Utah Jazz,Oklahoma City Thunder,90,94,0
341,San Antonio Spurs,Los Angeles Lakers,109,87,0
342,Phoenix Suns,Portland Trail Blazers,96,106,0
343,Brooklyn Nets,Los Angeles Clippers,100,105,0
344,Charlotte Hornets,Boston Celtics,93,98,0
345,Detroit Pistons,Indiana Pacers,118,96,0
346,Atlanta Hawks,San Antonio Spurs,78,103,0
347,Chicago Bulls,New Orleans Pelicans,98,94,0
348,Houston Rockets,Los Angeles Lakers,126,97,0
349,Dallas Mavericks,Washington Wizards,111,114,0
350,Milwaukee Bucks,Golden State Warriors,108,95,0
351,Portland Trail Blazers,New York Knicks,110,112,0
352,Phoenix Suns,Minnesota Timberwolves,108,101,0
353,Miami Heat,Memphis Grizzlies,100,97,0
354,Toronto Raptors,Philadelphia Sixers,96,76,0
355,Oklahoma City Thunder,Utah Jazz,104,98,1
356,Indiana Pacers,Toronto Raptors,106,90,0
357,Brooklyn Nets,Orlando Magic,82,105,0
358,Detroit Pistons,Los Angeles Clippers,103,105,1
359,Atlanta Hawks,Miami Heat,88,100,0
360,Chicago Bulls,Philadelphia Sixers,115,96,0
361,Memphis Grizzlies,Washington Wizards,112,95,0
362,Dallas Mavericks,Phoenix Suns,104,94,0
363,San Antonio Spurs,Utah Jazz,118,81,0
364,Denver Nuggets,Houston Rockets,114,108,0
365,Portland Trail Blazers,New Orleans Pelicans,105,101,0
366,Boston Celtics,Cleveland Cavaliers,77,89,0
367,Minnesota Timberwolves,Denver Nuggets,100,112,0
368,Sacramento Kings,Houston Rockets,107,97,0
369,Los Angeles Lakers,Milwaukee Bucks,113,95,0
370,Indiana Pacers,Dallas Mavericks,107,81,0
371,Orlando Magic,Charlotte Hornets,113,98,0
372,Brooklyn Nets,Miami Heat,98,104,0
373,Detroit Pistons,Boston Celtics,119,116,0
374,New York Knicks,Minnesota Timberwolves,107,102,0
375,Atlanta Hawks,Philadelphia Sixers,127,106,0
376,Chicago Bulls,Memphis Grizzlies,98,85,0
377,Oklahoma City Thunder,Portland Trail Blazers,106,90,0
378,San Antonio Spurs,Washington Wizards,114,95,0
379,Utah Jazz,New Orleans Pelicans,94,104,0
380,Golden State Warriors,Phoenix Suns,128,103,0
381,Los Angeles Clippers,Milwaukee Bucks,103,90,0
382,Charlotte Hornets,Toronto Raptors,109,99,1
383,Cleveland Cavaliers,Oklahoma City Thunder,104,100,0
384,Los Angeles Lakers,Houston Rockets,87,107,0
385,Indiana Pacers,Brooklyn Nets,104,97,0
386,Orlando Magic,Portland Trail Blazers,102,94,0
387,Philadelphia Sixers,New York Knicks,97,107,0
388,Boston Celtics,Atlanta Hawks,101,109,0
389,Miami Heat,Toronto Raptors,94,108,0
390,Chicago Bulls,Detroit Pistons,144,147,1
391,Minnesota Timberwolves,Sacramento Kings,99,95,0
392,San Antonio Spurs,Los Angeles Clippers,115,107,0
393,Dallas Mavericks,Memphis Grizzlies,97,88,0
394,Utah Jazz,Denver Nuggets,97,88,0
395,Phoenix Suns,New Orleans Pelicans,104,88,0
396,Golden State Warriors,Milwaukee Bucks,121,112,0
397,Oklahoma City Thunder,Los Angeles Lakers,118,78,0
398,Washington Wizards,Charlotte Hornets,109,101,0
399,New York Knicks,Chicago Bulls,107,91,0
400,Houston Rockets,Los Angeles Clippers,107,97,0
401,Memphis Grizzlies,Indiana Pacers,96,84,0
402,Brooklyn Nets,Minnesota Timberwolves,85,100,0
403,Miami Heat,Portland Trail Blazers,116,109,0
404,Cleveland Cavaliers,Philadelphia Sixers,108,86,0
405,Phoenix Suns,Milwaukee Bucks,95,101,0
406,Orlando Magic,Atlanta Hawks,100,103,0
407,Toronto Raptors,Sacramento Kings,94,104,0
408,Denver Nuggets,New Orleans Pelicans,125,130,0
409,Washington Wizards,Sacramento Kings,113,99,0
410,Boston Celtics,Minnesota Timberwolves,113,99,0
411,New York Knicks,Orlando Magic,99,107,0
412,Atlanta Hawks,Portland Trail Blazers,106,97,0
413,Chicago Bulls,Brooklyn Nets,102,105,0
414,Houston Rockets,Charlotte Hornets,102,95,0
415,San Antonio Spurs,Indiana Pacers,106,92,0
416,Utah Jazz,Phoenix Suns,110,89,0
417,Los Angeles Clippers,Oklahoma City Thunder,99,100,0
418,Philadelphia Sixers,Memphis Grizzlies,90,104,0
419,Miami Heat,Detroit Pistons,92,93,0
420,Toronto Raptors,Dallas Mavericks,103,99,0
421,Denver Nuggets,Los Angeles Lakers,107,111,0
422,Charlotte Hornets,Boston Celtics,89,102,0
423,Cleveland Cavaliers,New York Knicks,91,84,0
424,Indiana Pacers,Sacramento Kings,106,108,0
425,Orlando Magic,Houston Rockets,104,101,0
426,Washington Wizards,Memphis Grizzlies,100,91,0
427,Brooklyn Nets,Dallas Mavericks,118,119,1
428,Atlanta Hawks,Detroit Pistons,107,100,0
429,Milwaukee Bucks,Philadelphia Sixers,113,100,0
430,Minnesota Timberwolves,San Antonio Spurs,83,108,0
431,New Orleans Pelicans,Portland Trail Blazers,115,89,0
432,Phoenix Suns,Denver Nuggets,96,104,0
433,Golden State Warriors,Utah Jazz,103,85,0
434,Los Angeles Lakers,Oklahoma City Thunder,85,120,0
435,Miami Heat,New Orleans Pelicans,94,88,1
436,Oklahoma City Thunder,Chicago Bulls,96,105,0
437,Golden State Warriors,Cleveland Cavaliers,89,83,0
438,Houston Rockets,San Antonio Spurs,88,84,0
439,Los Angeles Clippers,Los Angeles Lakers,94,84,0
440,Milwaukee Bucks,Toronto Raptors,90,111,0
441,Charlotte Hornets,Memphis Grizzlies,98,92,0
442,Orlando Magic,Miami Heat,101,108,0
443,New Orleans Pelicans,Houston Rockets,110,108,0
444,Atlanta Hawks,New York Knicks,117,98,0
445,Detroit Pistons,Boston Celtics,93,99,0
446,Brooklyn Nets,Washington Wizards,96,111,0
447,Minnesota Timberwolves,Indiana Pacers,88,102,0
448,Dallas Mavericks,Chicago Bulls,118,111,0
449,San Antonio Spurs,Denver Nuggets,101,86,0
450,Phoenix Suns,Philadelphia Sixers,104,111,0
451,Utah Jazz,Los Angeles Clippers,104,109,0
452,Portland Trail Blazers,Cleveland Cavaliers,105,76,0
453,Boston Celtics,New York Knicks,100,91,0
454,Memphis Grizzlies,Los Angeles Lakers,112,96,0
455,Oklahoma City Thunder,Denver Nuggets,122,112,0
456,Sacramento Kings,Portland Trail Blazers,94,98,0
457,Charlotte Hornets,Los Angeles Lakers,108,98,0
458,Indiana Pacers,Atlanta Hawks,93,87,0
459,Orlando Magic,New Orleans Pelicans,104,89,0
460,Washington Wizards,Los Angeles Clippers,91,108,0
461,Miami Heat,Brooklyn Nets,105,111,0
462,Chicago Bulls,Toronto Raptors,104,97,0
463,Dallas Mavericks,Milwaukee Bucks,103,93,0
464,San Antonio Spurs,Minnesota Timberwolves,101,95,0
465,Phoenix Suns,Cleveland Cavaliers,97,101,0
466,Utah Jazz,Philadelphia Sixers,95,91,0
467,Golden State Warriors,Sacramento Kings,122,103,0
468,New York Knicks,Detroit Pistons,108,96,0
469,Houston Rockets,Atlanta Hawks,115,121,0
470,Memphis Grizzlies,Miami Heat,99,90,1
471,Oklahoma City Thunder,Milwaukee Bucks,131,123,0
472,Denver Nuggets,Cleveland Cavaliers,87,93,0
473,Charlotte Hornets,Los Angeles Clippers,117,122,0
474,Orlando Magic,Brooklyn Nets,100,93,0
475,Boston Celtics,Los Angeles Lakers,104,112,0
476,Toronto Raptors,Washington Wizards,94,91,0
477,Chicago Bulls,Indiana Pacers,102,100,1
478,Minnesota Timberwolves,Utah Jazz,94,80,0
479,Dallas Mavericks,Golden State Warriors,114,91,0
480,San Antonio Spurs,Phoenix Suns,112,79,0
481,Portland Trail Blazers,Denver Nuggets,110,103,0
482,Sacramento Kings,Philadelphia Sixers,105,110,0
483,Indiana Pacers,Milwaukee Bucks,116,120,0
484,Detroit Pistons,Minnesota Timberwolves,115,90,0
485,Houston Rockets,Golden State Warriors,110,114,0
486,New Orleans Pelicans,Los Angeles Clippers,89,95,0
487,Oklahoma City Thunder,Phoenix Suns,110,106,0
488,Utah Jazz,Portland Trail Blazers,109,96,0
489,Washington Wizards,Orlando Magic,103,91,0
490,Miami Heat,Dallas Mavericks,106,82,0
491,Toronto Raptors,Charlotte Hornets,104,94,0
492,Chicago Bulls,New York Knicks,108,81,0
493,Los Angeles Lakers,Philadelphia Sixers,93,84,0
494,Boston Celtics,Brooklyn Nets,97,100,0
495,Sacramento Kings,Phoenix Suns,142,119,0
496,Charlotte Hornets,Oklahoma City Thunder,90,109,0
497,Indiana Pacers,Detroit Pistons,94,82,0
498,Cleveland Cavaliers,Orlando Magic,104,79,0
499,Minnesota Timberwolves,Milwaukee Bucks,85,95,0
500,Dallas Mavericks,New Orleans Pelicans,98,105,0
501,San Antonio Spurs,Houston Rockets,121,103,0
502,Utah Jazz,Memphis Grizzlies,92,87,1
503,Golden State Warriors,Denver Nuggets,111,108,1
504,Los Angeles Clippers,Philadelphia Sixers,130,99,0
505,New York Knicks,Atlanta Hawks,111,97,0
506,Toronto Raptors,Chicago Bulls,113,115,0
507,Washington Wizards,Miami Heat,75,97,0
508,Denver Nuggets,Portland Trail Blazers,106,112,0
509,Los Angeles Lakers,Phoenix Suns,97,77,0
510,Cleveland Cavaliers,Toronto Raptors,122,100,0
