,homeTeam,awayTeam,homeScore,awayScore,OT
104,San Antonio Spurs,New York Knicks,99,81,0
105,Denver Nuggets,Toronto Raptors,112,106,0
106,Detroit Pistons,Minnesota Timberwolves,93,85,0
107,Golden State Warriors,Chicago Bulls,98,85,0
108,Indiana Pacers,Atlanta Hawks,93,86,0
109,Los Angeles Lakers,Los Angeles Clippers,103,89,0
110,Milwaukee Bucks,Miami Heat,106,113,0
111,New Jersey Nets,Seattle Supersonics,68,79,0
112,New Orleans Hornets,Phoenix Suns,84,95,0
113,Orlando Magic,Utah Jazz,107,92,0
114,Portland Trail Blazers,Memphis Grizzlies,82,101,0
115,Washington Wizards,Boston Celtics,110,105,1
116,Charlotte Bobcats,Cleveland Cavaliers,89,106,0
117,Houston Rockets,New York Knicks,92,93,0
118,Philadelphia Sixers,San Antonio Spurs,80,88,0
119,Boston Celtics,San Antonio Spurs,84,92,0
120,Dallas Mavericks,New York Knicks,103,101,0
121,Denver Nuggets,Chicago Bulls,99,81,0
122,Detroit Pistons,Indiana Pacers,82,97,0
123,Miami Heat,Utah Jazz,107,105,1
124,Phoenix Suns,Los Angeles Lakers,107,102,0
125,Portland Trail Blazers,Milwaukee Bucks,110,98,0
126,Sacramento Kings,Memphis Grizzlies,107,105,0
127,Toronto Raptors,Seattle Supersonics,94,101,0
128,Atlanta Hawks,Utah Jazz,79,92,0
129,Cleveland Cavaliers,Charlotte Bobcats,100,84,0
130,Golden State Warriors,Memphis Grizzlies,87,100,0
131,Indiana Pacers,Orlando Magic,83,86,0
132,Los Angeles Clippers,Houston Rockets,86,91,1
133,New Jersey Nets,Washington Wizards,86,97,0
134,New Orleans Hornets,Minnesota Timberwolves,94,99,0
135,Boston Celtics,Seattle Supersonics,102,83,0
136,Denver Nuggets,Dallas Mavericks,110,82,0
137,Detroit Pistons,Charlotte Bobcats,117,116,1
138,Los Angeles Clippers,Phoenix Suns,111,122,0
139,Los Angeles Lakers,Chicago Bulls,102,93,0
140,Miami Heat,Philadelphia Sixers,93,83,0
141,New York Knicks,Cleveland Cavaliers,98,88,0
142,Portland Trail Blazers,Houston Rockets,93,97,0
143,Sacramento Kings,Milwaukee Bucks,88,79,0
144,Toronto Raptors,San Antonio Spurs,96,91,0
145,Dallas Mavericks,Minnesota Timberwolves,82,83,0
146,Memphis Grizzlies,San Antonio Spurs,93,90,0
147,Phoenix Suns,Chicago Bulls,100,82,0
148,Utah Jazz,New Orleans Hornets,75,76,0
149,Charlotte Bobcats,Detroit Pistons,91,89,0
150,Denver Nuggets,New Jersey Nets,90,88,0
151,Golden State Warriors,New Orleans Hornets,115,109,1
152,Indiana Pacers,Boston Celtics,106,96,0
153,Los Angeles Lakers,Milwaukee Bucks,100,96,0
154,Miami Heat,Portland Trail Blazers,87,99,0
155,Minnesota Timberwolves,Seattle Supersonics,92,103,0
156,New York Knicks,Atlanta Hawks,104,88,0
157,Sacramento Kings,Houston Rockets,102,96,0
158,Washington Wizards,Toronto Raptors,102,86,0
159,Atlanta Hawks,Miami Heat,93,99,0
160,Cleveland Cavaliers,Detroit Pistons,92,76,0
161,Memphis Grizzlies,Seattle Supersonics,84,93,0
162,Orlando Magic,Portland Trail Blazers,83,89,0
163,Philadelphia Sixers,Boston Celtics,110,97,0
164,Phoenix Suns,Milwaukee Bucks,111,104,0
165,San Antonio Spurs,Dallas Mavericks,94,80,0
166,Toronto Raptors,New York Knicks,114,91,0
167,Utah Jazz,Chicago Bulls,99,101,0
168,Indiana Pacers,Minnesota Timberwolves,106,102,0
169,Los Angeles Clippers,New Jersey Nets,101,88,0
170,Atlanta Hawks,Orlando Magic,99,117,0
171,Boston Celtics,Cleveland Cavaliers,96,98,0
172,Dallas Mavericks,Portland Trail Blazers,92,83,0
173,Denver Nuggets,San Antonio Spurs,75,89,0
174,Detroit Pistons,Miami Heat,78,77,0
175,Golden State Warriors,Los Angeles Clippers,87,98,0
176,Indiana Pacers,Charlotte Bobcats,82,77,0
177,Los Angeles Lakers,Sacramento Kings,106,109,0
178,Minnesota Timberwolves,Memphis Grizzlies,115,90,0
179,Philadelphia Sixers,Washington Wizards,116,114,1
180,Phoenix Suns,New Orleans Hornets,95,86,0
181,Seattle Supersonics,New Jersey Nets,92,79,0
182,Utah Jazz,Houston Rockets,90,80,0
183,Charlotte Bobcats,Atlanta Hawks,107,92,0
184,Cleveland Cavaliers,Chicago Bulls,96,74,0
185,Houston Rockets,Denver Nuggets,76,82,0
186,Memphis Grizzlies,Dallas Mavericks,85,98,0
187,Milwaukee Bucks,Detroit Pistons,96,90,0
188,New York Knicks,Toronto Raptors,108,102,0
189,Orlando Magic,Philadelphia Sixers,105,99,0
190,San Antonio Spurs,Utah Jazz,109,76,0
191,Los Angeles Clippers,Golden State Warriors,103,91,0
192,Los Angeles Lakers,New Orleans Hornets,89,76,0
193,Miami Heat,Boston Celtics,106,104,0
194,Portland Trail Blazers,New Jersey Nets,83,71,0
195,Sacramento Kings,Minnesota Timberwolves,110,121,0
196,Seattle Supersonics,Indiana Pacers,103,95,0
197,Toronto Raptors,Washington Wizards,109,114,1
198,Denver Nuggets,New Orleans Hornets,76,67,0
199,Los Angeles Clippers,Cleveland Cavaliers,94,82,0
200,Orlando Magic,Boston Celtics,101,117,0
201,Atlanta Hawks,New York Knicks,109,110,1
202,Dallas Mavericks,San Antonio Spurs,89,107,0
203,Houston Rockets,Detroit Pistons,72,93,0
204,Memphis Grizzlies,Sacramento Kings,93,98,0
205,Miami Heat,Toronto Raptors,92,94,0
206,Milwaukee Bucks,Los Angeles Lakers,90,95,0
207,New Jersey Nets,Charlotte Bobcats,99,86,0
208,Portland Trail Blazers,Seattle Supersonics,100,94,0
209,Utah Jazz,Phoenix Suns,102,115,0
210,Boston Celtics,Milwaukee Bucks,101,100,0
211,Chicago Bulls,Los Angeles Lakers,92,84,0
212,Golden State Warriors,Minnesota Timberwolves,99,107,0
213,Los Angeles Clippers,Indiana Pacers,88,76,0
214,New Orleans Hornets,Sacramento Kings,81,94,0
215,New York Knicks,Memphis Grizzlies,90,82,0
216,Orlando Magic,Toronto Raptors,129,108,0
217,Phoenix Suns,Cleveland Cavaliers,120,101,0
218,San Antonio Spurs,Philadelphia Sixers,105,72,0
219,Seattle Supersonics,Utah Jazz,129,119,1
220,Washington Wizards,New Jersey Nets,95,68,0
221,Dallas Mavericks,Houston Rockets,113,106,1
222,Denver Nuggets,Cleveland Cavaliers,73,92,0
223,Atlanta Hawks,Washington Wizards,90,114,0
224,Boston Celtics,Toronto Raptors,91,89,0
225,Chicago Bulls,Miami Heat,81,105,0
226,Los Angeles Lakers,Golden State Warriors,97,88,0
227,Memphis Grizzlies,Philadelphia Sixers,94,86,0
228,New York Knicks,Orlando Magic,98,104,0
229,Phoenix Suns,Minnesota Timberwolves,93,97,0
230,Sacramento Kings,Indiana Pacers,113,87,0
231,San Antonio Spurs,Detroit Pistons,80,77,0
232,Charlotte Bobcats,New York Knicks,107,101,0
233,Cleveland Cavaliers,Toronto Raptors,105,97,0
234,Dallas Mavericks,Utah Jazz,109,86,0
235,Denver Nuggets,Miami Heat,104,95,0
236,Golden State Warriors,Indiana Pacers,104,96,0
237,Houston Rockets,Philadelphia Sixers,77,76,0
238,Los Angeles Clippers,Minnesota Timberwolves,100,107,1
239,Milwaukee Bucks,San Antonio Spurs,83,104,0
240,New Jersey Nets,Atlanta Hawks,109,88,0
241,New Orleans Hornets,Detroit Pistons,69,92,0
242,Orlando Magic,Memphis Grizzlies,96,91,0
243,Seattle Supersonics,Portland Trail Blazers,99,89,0
244,Washington Wizards,Chicago Bulls,95,88,0
245,Portland Trail Blazers,Phoenix Suns,99,121,0
246,Sacramento Kings,Boston Celtics,119,105,0
247,Atlanta Hawks,Philadelphia Sixers,96,92,0
248,Chicago Bulls,San Antonio Spurs,75,91,0
249,Dallas Mavericks,Detroit Pistons,85,101,0
250,Denver Nuggets,Orlando Magic,115,102,0
251,Golden State Warriors,Boston Celtics,110,106,0
252,Los Angeles Clippers,Charlotte Bobcats,99,93,1
253,New Jersey Nets,Toronto Raptors,88,86,0
254,Utah Jazz,Miami Heat,80,100,0
255,Sacramento Kings,Charlotte Bobcats,109,92,0
256,Cleveland Cavaliers,New Jersey Nets,103,97,0
257,Houston Rockets,New Orleans Hornets,89,81,0
258,Indiana Pacers,Milwaukee Bucks,86,89,0
259,Memphis Grizzlies,New York Knicks,96,88,0
260,Minnesota Timberwolves,Dallas Mavericks,87,97,0
261,Phoenix Suns,Golden State Warriors,118,104,0
262,Atlanta Hawks,Memphis Grizzlies,89,97,0
263,Chicago Bulls,Cleveland Cavaliers,113,85,0
264,Detroit Pistons,Toronto Raptors,90,86,1
265,Los Angeles Lakers,Phoenix Suns,110,113,0
266,Milwaukee Bucks,Miami Heat,96,101,0
267,New Orleans Hornets,New York Knicks,79,86,0
268,Philadelphia Sixers,Minnesota Timberwolves,84,119,0
269,San Antonio Spurs,Seattle Supersonics,96,102,0
270,Utah Jazz,Orlando Magic,100,106,0
271,Washington Wizards,Denver Nuggets,105,111,0
272,Dallas Mavericks,Seattle Supersonics,102,107,0
273,Houston Rockets,San Antonio Spurs,81,80,0
274,Portland Trail Blazers,Boston Celtics,89,87,0
275,Chicago Bulls,Philadelphia Sixers,88,93,0
276,Detroit Pistons,Atlanta Hawks,72,88,0
277,Golden State Warriors,Orlando Magic,109,113,0
278,Miami Heat,Memphis Grizzlies,92,84,0
279,Milwaukee Bucks,Indiana Pacers,95,86,0
280,Minnesota Timberwolves,Sacramento Kings,113,105,0
281,New Jersey Nets,New Orleans Hornets,94,91,1
282,Phoenix Suns,Charlotte Bobcats,115,106,0
283,Toronto Raptors,Denver Nuggets,87,101,0
284,Utah Jazz,Portland Trail Blazers,92,87,1
285,Washington Wizards,New York Knicks,106,104,0
286,Atlanta Hawks,New Jersey Nets,90,95,0
287,Chicago Bulls,Minnesota Timberwolves,99,88,0
288,Houston Rockets,Dallas Mavericks,78,102,0
289,Indiana Pacers,Sacramento Kings,92,97,1
290,Los Angeles Lakers,Los Angeles Clippers,89,87,0
291,Memphis Grizzlies,Detroit Pistons,72,68,0
292,San Antonio Spurs,Cleveland Cavaliers,116,97,0
293,Seattle Supersonics,Boston Celtics,84,98,0
294,Golden State Warriors,Charlotte Bobcats,99,87,0
295,Los Angeles Lakers,Orlando Magic,105,98,0
296,New York Knicks,Denver Nuggets,107,96,0
297,Philadelphia Sixers,Milwaukee Bucks,107,101,0
298,Portland Trail Blazers,Utah Jazz,98,88,0
299,Toronto Raptors,Miami Heat,98,106,0
300,Washington Wizards,New Orleans Hornets,88,69,0
301,Chicago Bulls,Dallas Mavericks,93,94,0
302,Los Angeles Clippers,Boston Celtics,127,134,1
303,Memphis Grizzlies,Cleveland Cavaliers,86,92,0
304,Miami Heat,Washington Wizards,106,83,0
305,Phoenix Suns,Orlando Magic,121,100,0
306,Atlanta Hawks,Indiana Pacers,97,108,1
307,Charlotte Bobcats,New Orleans Hornets,94,93,1
308,Dallas Mavericks,Golden State Warriors,107,111,0
309,Milwaukee Bucks,Sacramento Kings,86,89,0
310,Minnesota Timberwolves,Portland Trail Blazers,100,89,0
311,New Jersey Nets,New York Knicks,79,87,0
312,Philadelphia Sixers,Denver Nuggets,110,102,0
313,Seattle Supersonics,Los Angeles Lakers,108,93,0
314,Utah Jazz,Los Angeles Clippers,93,91,0
315,Boston Celtics,Denver Nuggets,99,100,0
316,Cleveland Cavaliers,Portland Trail Blazers,112,88,0
317,Houston Rockets,Atlanta Hawks,92,69,0
318,Memphis Grizzlies,Chicago Bulls,88,96,0
319,New Orleans Hornets,Golden State Warriors,98,89,0
320,New York Knicks,Detroit Pistons,93,94,0
321,Phoenix Suns,Utah Jazz,108,86,0
322,San Antonio Spurs,Orlando Magic,94,91,0
323,Toronto Raptors,Minnesota Timberwolves,96,90,0
324,Washington Wizards,Miami Heat,93,98,0
325,Chicago Bulls,Milwaukee Bucks,85,77,0
326,Detroit Pistons,Cleveland Cavaliers,81,69,0
327,Sacramento Kings,Los Angeles Lakers,99,115,0
328,Atlanta Hawks,Portland Trail Blazers,84,100,0
329,Boston Celtics,Utah Jazz,114,106,0
330,Houston Rockets,Golden State Warriors,100,83,0
331,Indiana Pacers,Toronto Raptors,89,86,0
332,Los Angeles Lakers,Washington Wizards,116,120,1
333,Memphis Grizzlies,New Jersey Nets,89,84,0
334,Miami Heat,Denver Nuggets,107,100,0
335,Minnesota Timberwolves,Los Angeles Clippers,113,86,0
336,New Orleans Hornets,San Antonio Spurs,67,83,0
337,Philadelphia Sixers,New York Knicks,107,113,1
338,Seattle Supersonics,Phoenix Suns,110,112,0
339,Charlotte Bobcats,Houston Rockets,101,100,1
340,Chicago Bulls,Indiana Pacers,85,71,0
341,Cleveland Cavaliers,Boston Celtics,107,114,1
342,Dallas Mavericks,Atlanta Hawks,90,68,0
343,Detroit Pistons,Portland Trail Blazers,74,75,0
344,Milwaukee Bucks,Philadelphia Sixers,97,116,0
345,Orlando Magic,Denver Nuggets,117,95,0
346,Phoenix Suns,Washington Wizards,110,96,0
347,San Antonio Spurs,Golden State Warriors,104,85,0
348,Los Angeles Clippers,Memphis Grizzlies,82,92,0
349,Miami Heat,Orlando Magic,117,107,0
350,New York Knicks,Utah Jazz,94,93,0
351,Sacramento Kings,New Orleans Hornets,107,71,0
352,Toronto Raptors,New Jersey Nets,110,99,0
353,Chicago Bulls,Portland Trail Blazers,92,87,0
354,Denver Nuggets,Phoenix Suns,105,107,0
355,Golden State Warriors,Washington Wizards,101,103,0
356,Houston Rockets,Toronto Raptors,114,102,0
357,Los Angeles Lakers,Memphis Grizzlies,72,82,0
358,Philadelphia Sixers,Utah Jazz,101,103,0
359,Charlotte Bobcats,New Jersey Nets,91,94,0
360,Cleveland Cavaliers,Minnesota Timberwolves,107,97,0
361,Los Angeles Clippers,New Orleans Hornets,100,91,1
362,Miami Heat,Boston Celtics,108,100,0
363,New York Knicks,Dallas Mavericks,94,123,0
364,Sacramento Kings,Washington Wizards,104,93,0
365,Atlanta Hawks,Dallas Mavericks,113,100,0
366,Boston Celtics,New York Knicks,114,109,0
367,Detroit Pistons,Chicago Bulls,82,89,0
368,Golden State Warriors,Memphis Grizzlies,109,99,0
369,Houston Rockets,Charlotte Bobcats,87,90,0
370,Indiana Pacers,Philadelphia Sixers,90,102,0
371,Los Angeles Lakers,New Orleans Hornets,101,89,0
372,Milwaukee Bucks,Portland Trail Blazers,95,104,0
373,New Jersey Nets,Cleveland Cavaliers,92,90,0
374,Orlando Magic,San Antonio Spurs,93,87,0
375,Seattle Supersonics,Denver Nuggets,98,83,0
376,Toronto Raptors,Utah Jazz,98,86,0
377,Phoenix Suns,Memphis Grizzlies,109,102,0
378,Sacramento Kings,Miami Heat,107,109,0
379,San Antonio Spurs,Minnesota Timberwolves,96,82,0
380,Indiana Pacers,Detroit Pistons,93,98,0
381,Los Angeles Lakers,Miami Heat,102,104,1
382,Cleveland Cavaliers,New Orleans Hornets,100,91,0
383,Denver Nuggets,Dallas Mavericks,88,102,0
384,Houston Rockets,Los Angeles Clippers,96,79,0
385,Milwaukee Bucks,Chicago Bulls,99,92,0
386,Minnesota Timberwolves,Washington Wizards,109,74,0
387,New York Knicks,Charlotte Bobcats,91,82,0
388,Phoenix Suns,Toronto Raptors,106,94,0
389,Sacramento Kings,Golden State Warriors,94,98,0
390,San Antonio Spurs,Boston Celtics,107,90,0
391,Detroit Pistons,New Jersey Nets,100,90,1
392,Golden State Warriors,Denver Nuggets,104,101,0
393,Indiana Pacers,New Orleans Hornets,100,82,0
394,Memphis Grizzlies,Los Angeles Clippers,96,76,0
395,Miami Heat,Atlanta Hawks,116,102,0
396,Orlando Magic,New York Knicks,111,119,0
397,Portland Trail Blazers,Philadelphia Sixers,104,111,0
398,Utah Jazz,Seattle Supersonics,88,98,0
399,Washington Wizards,Charlotte Bobcats,106,87,0
400,Atlanta Hawks,Cleveland Cavaliers,102,111,0
401,Chicago Bulls,New Jersey Nets,80,84,0
402,Dallas Mavericks,Boston Celtics,113,94,0
403,Los Angeles Lakers,Toronto Raptors,117,99,0
404,Milwaukee Bucks,Houston Rockets,115,87,0
405,San Antonio Spurs,Phoenix Suns,115,94,0
406,Seattle Supersonics,Philadelphia Sixers,107,114,0
407,Charlotte Bobcats,Indiana Pacers,71,74,0
408,Cleveland Cavaliers,Houston Rockets,87,98,0
409,Golden State Warriors,Toronto Raptors,111,105,0
410,Los Angeles Clippers,Utah Jazz,101,90,0
411,Memphis Grizzlies,Boston Celtics,117,109,0
412,New Orleans Hornets,Phoenix Suns,96,107,0
413,New York Knicks,Minnesota Timberwolves,100,87,0
414,Orlando Magic,Milwaukee Bucks,105,111,0
415,Washington Wizards,Detroit Pistons,105,107,0
416,Atlanta Hawks,Seattle Supersonics,79,94,0
417,Detroit Pistons,Miami Heat,78,89,0
418,New Jersey Nets,Indiana Pacers,83,96,0
419,Portland Trail Blazers,San Antonio Spurs,80,114,0
420,Boston Celtics,Washington Wizards,108,103,0
421,Charlotte Bobcats,Seattle Supersonics,97,103,0
422,Denver Nuggets,Philadelphia Sixers,97,92,0
423,Houston Rockets,Milwaukee Bucks,105,90,0
424,Los Angeles Clippers,San Antonio Spurs,79,98,0
425,Utah Jazz,Sacramento Kings,102,109,0
426,Chicago Bulls,Orlando Magic,105,90,0
427,Miami Heat,Charlotte Bobcats,113,90,0
428,Minnesota Timberwolves,Memphis Grizzlies,95,104,0
429,New York Knicks,New Jersey Nets,87,93,0
430,Portland Trail Blazers,Golden State Warriors,97,88,0
431,Dallas Mavericks,Milwaukee Bucks,123,104,0
432,Detroit Pistons,Boston Celtics,100,88,0
433,Houston Rockets,Utah Jazz,99,80,0
434,Los Angeles Clippers,Philadelphia Sixers,89,83,0
435,Los Angeles Lakers,Denver Nuggets,99,91,0
436,Phoenix Suns,Portland Trail Blazers,117,98,0
437,Sacramento Kings,San Antonio Spurs,86,81,0
438,Washington Wizards,Atlanta Hawks,104,101,0
439,Boston Celtics,New Orleans Hornets,108,90,0
440,Charlotte Bobcats,Cleveland Cavaliers,83,94,0
441,Chicago Bulls,Detroit Pistons,80,87,0
442,Denver Nuggets,Los Angeles Clippers,98,102,0
443,Golden State Warriors,Philadelphia Sixers,104,112,0
444,Memphis Grizzlies,Utah Jazz,92,82,0
445,Miami Heat,Seattle Supersonics,96,98,0
446,Toronto Raptors,Orlando Magic,105,94,0
447,Indiana Pacers,Milwaukee Bucks,116,99,0
448,Minnesota Timberwolves,Phoenix Suns,115,122,0
449,New York Knicks,Sacramento Kings,98,105,0
450,San Antonio Spurs,Los Angeles Lakers,100,83,0
451,Washington Wizards,New Jersey Nets,112,88,0
452,Boston Celtics,Golden State Warriors,84,83,0
453,Charlotte Bobcats,Minnesota Timberwolves,102,84,0
454,Cleveland Cavaliers,Atlanta Hawks,101,85,0
455,Dallas Mavericks,Los Angeles Lakers,118,104,0
456,Houston Rockets,Phoenix Suns,98,108,0
457,Los Angeles Clippers,Portland Trail Blazers,102,98,0
458,Miami Heat,New York Knicks,102,94,0
459,Milwaukee Bucks,New Jersey Nets,97,74,0
460,New Orleans Hornets,Chicago Bulls,89,95,0
461,Orlando Magic,Seattle Supersonics,105,87,0
462,Toronto Raptors,Sacramento Kings,96,93,0
463,Utah Jazz,Philadelphia Sixers,99,106,0
464,Detroit Pistons,Memphis Grizzlies,79,101,0
465,San Antonio Spurs,Indiana Pacers,111,98,0
466,Washington Wizards,Seattle Supersonics,107,96,0
467,Atlanta Hawks,Sacramento Kings,97,100,0
468,Boston Celtics,Detroit Pistons,104,110,0
469,Chicago Bulls,Utah Jazz,84,78,0
470,Los Angeles Lakers,Houston Rockets,111,104,0
471,Memphis Grizzlies,New Orleans Hornets,84,76,0
472,Minnesota Timberwolves,Philadelphia Sixers,89,84,0
473,New Jersey Nets,Golden State Warriors,82,72,0
474,Orlando Magic,Charlotte Bobcats,111,91,0
475,Portland Trail Blazers,Miami Heat,92,103,0
476,Toronto Raptors,Milwaukee Bucks,105,107,1
477,Chicago Bulls,Boston Celtics,102,91,0
478,Cleveland Cavaliers,New York Knicks,104,79,0
479,Dallas Mavericks,Indiana Pacers,121,101,0
480,Los Angeles Clippers,Phoenix Suns,91,108,0
481,Milwaukee Bucks,Utah Jazz,89,86,0
482,New Orleans Hornets,Sacramento Kings,121,117,1
483,Orlando Magic,New Jersey Nets,104,101,0
484,San Antonio Spurs,Denver Nuggets,99,90,0
485,Washington Wizards,Minnesota Timberwolves,117,114,0
486,Denver Nuggets,Houston Rockets,98,116,0
487,New York Knicks,Portland Trail Blazers,113,105,0
488,Phoenix Suns,Indiana Pacers,124,89,0
489,Seattle Supersonics,Miami Heat,108,98,0
490,Toronto Raptors,Golden State Warriors,109,87,0
491,Boston Celtics,Orlando Magic,119,101,0
492,Chicago Bulls,Golden State Warriors,94,85,0
493,Minnesota Timberwolves,Los Angeles Lakers,96,105,0
494,Philadelphia Sixers,Portland Trail Blazers,100,109,0
495,Utah Jazz,San Antonio Spurs,97,96,0
496,Atlanta Hawks,Milwaukee Bucks,103,80,0
497,Cleveland Cavaliers,Charlotte Bobcats,100,98,1
498,Memphis Grizzlies,Indiana Pacers,85,86,0
499,New Jersey Nets,Detroit Pistons,80,89,0
500,New York Knicks,New Orleans Hornets,82,88,0
501,Phoenix Suns,Miami Heat,122,107,0
502,Sacramento Kings,Denver Nuggets,109,100,0
503,Seattle Supersonics,Los Angeles Clippers,104,99,0
504,Chicago Bulls,Philadelphia Sixers,110,78,0
505,Dallas Mavericks,Houston Rockets,114,124,0
506,Denver Nuggets,Los Angeles Lakers,95,83,0
507,Detroit Pistons,New Orleans Hornets,90,76,0
508,Golden State Warriors,Miami Heat,91,98,0
509,Los Angeles Clippers,Seattle Supersonics,103,92,0
510,Minnesota Timberwolves,Orlando Magic,80,87,0
511,San Antonio Spurs,Milwaukee Bucks,94,79,0
512,Toronto Raptors,Boston Celtics,104,93,0
513,Utah Jazz,Phoenix Suns,115,108,0
514,Washington Wizards,Portland Trail Blazers,104,100,0
515,Sacramento Kings,Utah Jazz,107,93,0
