,homeTeam,awayTeam,homeScore,awayScore,OT
157,Miami Heat,Atlanta Hawks,104,88,0
158,Houston Rockets,Boston Celtics,109,85,0
159,Sacramento Kings,Phoenix Suns,107,104,0
160,Charlotte Bobcats,Brooklyn Nets,95,91,0
161,Cleveland Cavaliers,Washington Wizards,91,98,0
162,New York Knicks,Indiana Pacers,96,103,1
163,Orlando Magic,Miami Heat,92,120,0
164,Philadelphia Sixers,Toronto Raptors,98,108,0
165,Atlanta Hawks,Detroit Pistons,93,85,0
166,Milwaukee Bucks,Portland Trail Blazers,82,91,0
167,Minnesota Timberwolves,Los Angeles Clippers,98,102,0
168,New Orleans Pelicans,Utah Jazz,105,98,0
169,San Antonio Spurs,Boston Celtics,104,93,0
170,Phoenix Suns,Sacramento Kings,106,113,0
171,Dallas Mavericks,Houston Rockets,123,120,0
172,Golden State Warriors,Memphis Grizzlies,81,88,1
173,Oklahoma City Thunder,Los Angeles Clippers,105,91,0
174,Denver Nuggets,Chicago Bulls,97,87,0
175,Charlotte Bobcats,Phoenix Suns,91,98,0
176,Philadelphia Sixers,Milwaukee Bucks,115,107,1
177,Toronto Raptors,Washington Wizards,96,88,0
178,Boston Celtics,Indiana Pacers,82,97,0
179,Detroit Pistons,Atlanta Hawks,89,96,0
180,Memphis Grizzlies,San Antonio Spurs,86,102,0
181,Minnesota Timberwolves,Brooklyn Nets,111,81,0
182,New Orleans Pelicans,Cleveland Cavaliers,104,100,0
183,Dallas Mavericks,Utah Jazz,103,93,0
184,Portland Trail Blazers,Chicago Bulls,98,95,0
185,Los Angeles Lakers,Golden State Warriors,102,95,0
186,Los Angeles Clippers,Sacramento Kings,103,102,0
187,Indiana Pacers,Philadelphia Sixers,106,98,0
188,Washington Wizards,New York Knicks,98,89,0
189,Atlanta Hawks,Boston Celtics,87,94,0
190,Miami Heat,Orlando Magic,101,99,0
191,Houston Rockets,Minnesota Timberwolves,112,101,0
192,Milwaukee Bucks,Charlotte Bobcats,72,96,0
193,San Antonio Spurs,Cleveland Cavaliers,126,96,0
194,Denver Nuggets,Dallas Mavericks,102,100,0
195,Golden State Warriors,Portland Trail Blazers,101,113,0
196,Brooklyn Nets,Detroit Pistons,97,109,0
197,Los Angeles Clippers,Chicago Bulls,121,82,0
198,Orlando Magic,Phoenix Suns,96,104,0
199,Oklahoma City Thunder,Utah Jazz,95,73,0
200,Los Angeles Lakers,Sacramento Kings,100,86,0
201,Charlotte Bobcats,Boston Celtics,86,96,0
202,Indiana Pacers,Minnesota Timberwolves,98,84,0
203,Detroit Pistons,Milwaukee Bucks,113,94,0
204,Miami Heat,Phoenix Suns,107,92,0
205,Memphis Grizzlies,Houston Rockets,86,93,0
206,Dallas Mavericks,Denver Nuggets,96,110,0
207,San Antonio Spurs,New Orleans Pelicans,112,93,0
208,Utah Jazz,Chicago Bulls,89,83,1
209,Portland Trail Blazers,New York Knicks,102,91,0
210,Toronto Raptors,Brooklyn Nets,100,102,0
211,Washington Wizards,Los Angeles Lakers,116,111,0
212,Atlanta Hawks,Orlando Magic,92,109,0
213,New Orleans Pelicans,Golden State Warriors,101,102,0
214,Charlotte Bobcats,Indiana Pacers,74,99,0
215,Orlando Magic,Philadelphia Sixers,105,94,0
216,Boston Celtics,Memphis Grizzlies,93,100,0
217,Brooklyn Nets,Los Angeles Lakers,94,99,0
218,Cleveland Cavaliers,Miami Heat,84,95,0
219,Detroit Pistons,Chicago Bulls,79,99,0
220,Houston Rockets,Atlanta Hawks,113,84,0
221,Milwaukee Bucks,Washington Wizards,92,100,1
222,Minnesota Timberwolves,Denver Nuggets,110,117,0
223,Oklahoma City Thunder,San Antonio Spurs,94,88,0
224,Dallas Mavericks,Golden State Warriors,103,99,0
225,Phoenix Suns,Portland Trail Blazers,120,106,0
226,Los Angeles Clippers,New York Knicks,93,80,0
227,Charlotte Bobcats,Milwaukee Bucks,92,76,0
228,Orlando Magic,San Antonio Spurs,91,109,0
229,Toronto Raptors,Miami Heat,83,90,0
230,Atlanta Hawks,Dallas Mavericks,88,87,0
231,Boston Celtics,Cleveland Cavaliers,103,86,0
232,Detroit Pistons,Los Angeles Lakers,102,106,0
233,Houston Rockets,Brooklyn Nets,114,95,0
234,Oklahoma City Thunder,Golden State Warriors,113,112,1
235,Indiana Pacers,Washington Wizards,93,73,0
236,Philadelphia Sixers,New Orleans Pelicans,105,121,0
237,Denver Nuggets,New York Knicks,97,95,0
238,Utah Jazz,Phoenix Suns,101,112,0
239,Sacramento Kings,Los Angeles Clippers,98,104,1
240,Washington Wizards,Atlanta Hawks,108,101,0
241,Cleveland Cavaliers,Chicago Bulls,97,93,0
242,Memphis Grizzlies,Brooklyn Nets,88,97,0
243,Dallas Mavericks,Minnesota Timberwolves,106,112,0
244,San Antonio Spurs,Houston Rockets,106,112,0
245,Phoenix Suns,Utah Jazz,104,112,0
246,Milwaukee Bucks,Boston Celtics,92,85,0
247,Toronto Raptors,Denver Nuggets,98,112,0
248,Los Angeles Clippers,Indiana Pacers,100,105,0
249,Detroit Pistons,Philadelphia Sixers,115,100,0
250,Sacramento Kings,Golden State Warriors,113,115,0
251,Miami Heat,Charlotte Bobcats,99,98,0
252,Oklahoma City Thunder,Minnesota Timberwolves,113,103,0
253,New York Knicks,New Orleans Pelicans,99,103,0
254,Los Angeles Lakers,Portland Trail Blazers,108,114,0
255,Washington Wizards,Orlando Magic,98,80,0
256,Chicago Bulls,New Orleans Pelicans,128,131,1
257,San Antonio Spurs,Atlanta Hawks,102,100,0
258,Utah Jazz,Houston Rockets,109,103,0
259,Portland Trail Blazers,Indiana Pacers,106,102,0
260,Philadelphia Sixers,Orlando Magic,126,125,1
261,Boston Celtics,Milwaukee Bucks,108,100,0
262,Brooklyn Nets,Denver Nuggets,87,111,0
263,Miami Heat,Detroit Pistons,97,107,0
264,Memphis Grizzlies,Phoenix Suns,110,91,0
265,Dallas Mavericks,Charlotte Bobcats,89,82,0
266,Sacramento Kings,Oklahoma City Thunder,95,97,0
267,Golden State Warriors,Toronto Raptors,112,103,0
268,Cleveland Cavaliers,Denver Nuggets,98,88,0
269,Atlanta Hawks,Los Angeles Clippers,107,97,0
270,Houston Rockets,Phoenix Suns,88,97,0
271,Milwaukee Bucks,Detroit Pistons,98,105,0
272,New Orleans Pelicans,Dallas Mavericks,97,100,0
273,Utah Jazz,Indiana Pacers,86,95,0
274,Portland Trail Blazers,Oklahoma City Thunder,111,104,0
275,Brooklyn Nets,New York Knicks,83,113,0
276,Memphis Grizzlies,Los Angeles Clippers,81,101,0
277,Chicago Bulls,Miami Heat,107,87,0
278,Charlotte Bobcats,Philadelphia Sixers,105,88,0
279,Washington Wizards,Milwaukee Bucks,105,109,1
280,Atlanta Hawks,Cleveland Cavaliers,108,89,0
281,Boston Celtics,Denver Nuggets,106,98,0
282,New York Knicks,Orlando Magic,121,83,0
283,Houston Rockets,Golden State Warriors,105,83,0
284,New Orleans Pelicans,Oklahoma City Thunder,95,109,0
285,Phoenix Suns,Toronto Raptors,106,97,0
286,Portland Trail Blazers,Utah Jazz,130,98,0
287,Sacramento Kings,Los Angeles Lakers,100,106,0
288,Philadelphia Sixers,Denver Nuggets,92,103,0
289,Cleveland Cavaliers,Los Angeles Clippers,88,82,0
290,Chicago Bulls,Detroit Pistons,75,92,0
291,Memphis Grizzlies,Golden State Warriors,82,108,0
292,Minnesota Timberwolves,Miami Heat,82,103,0
293,Milwaukee Bucks,Brooklyn Nets,82,90,0
294,San Antonio Spurs,Indiana Pacers,100,111,0
295,Utah Jazz,Sacramento Kings,102,112,1
296,Portland Trail Blazers,Dallas Mavericks,106,108,0
297,New York Knicks,Boston Celtics,73,114,0
298,Detroit Pistons,Miami Heat,95,110,0
299,Houston Rockets,Orlando Magic,98,88,0
300,Oklahoma City Thunder,Indiana Pacers,118,94,0
301,Los Angeles Lakers,Toronto Raptors,94,106,0
302,Charlotte Bobcats,Golden State Warriors,115,111,0
303,Philadelphia Sixers,Los Angeles Clippers,83,94,0
304,Washington Wizards,Denver Nuggets,74,75,0
305,Memphis Grizzlies,Orlando Magic,94,85,0
306,Utah Jazz,Portland Trail Blazers,94,105,0
307,Sacramento Kings,Dallas Mavericks,112,97,0
308,Cleveland Cavaliers,New York Knicks,109,94,0
309,Indiana Pacers,Miami Heat,90,84,0
310,Toronto Raptors,San Antonio Spurs,103,116,0
311,Atlanta Hawks,Oklahoma City Thunder,92,101,0
312,Brooklyn Nets,Boston Celtics,104,96,0
313,Detroit Pistons,Minnesota Timberwolves,94,121,0
314,Chicago Bulls,Milwaukee Bucks,74,78,0
315,Los Angeles Lakers,Phoenix Suns,108,114,0
316,Charlotte Bobcats,Orlando Magic,83,92,0
317,Boston Celtics,Los Angeles Clippers,88,96,0
318,Memphis Grizzlies,Oklahoma City Thunder,100,116,0
319,Milwaukee Bucks,San Antonio Spurs,77,109,0
320,Minnesota Timberwolves,Philadelphia Sixers,106,99,0
321,New Orleans Pelicans,Detroit Pistons,111,106,1
322,New York Knicks,Chicago Bulls,83,78,0
323,Sacramento Kings,Utah Jazz,101,122,0
324,Golden State Warriors,Dallas Mavericks,95,93,0
325,Brooklyn Nets,Los Angeles Clippers,102,93,0
326,Portland Trail Blazers,Houston Rockets,111,104,0
327,Indiana Pacers,Charlotte Bobcats,99,94,0
328,Orlando Magic,Cleveland Cavaliers,100,109,0
329,Toronto Raptors,Philadelphia Sixers,108,100,0
330,Atlanta Hawks,Washington Wizards,101,99,1
331,Boston Celtics,New York Knicks,90,86,0
332,Detroit Pistons,Brooklyn Nets,103,99,0
333,New Orleans Pelicans,Memphis Grizzlies,104,98,0
334,Oklahoma City Thunder,Los Angeles Lakers,122,97,0
335,Milwaukee Bucks,Chicago Bulls,90,91,0
336,San Antonio Spurs,Minnesota Timberwolves,117,110,0
337,Denver Nuggets,Utah Jazz,93,103,0
338,Phoenix Suns,Sacramento Kings,116,107,0
339,Golden State Warriors,Houston Rockets,112,116,0
340,Charlotte Bobcats,Los Angeles Lakers,85,88,0
341,Washington Wizards,Los Angeles Clippers,97,113,0
342,Miami Heat,Cleveland Cavaliers,114,107,0
343,New York Knicks,Atlanta Hawks,111,106,0
344,Chicago Bulls,Toronto Raptors,77,99,0
345,Philadelphia Sixers,Portland Trail Blazers,105,139,0
346,Dallas Mavericks,Milwaukee Bucks,106,93,0
347,Utah Jazz,San Antonio Spurs,84,100,0
348,Sacramento Kings,Houston Rockets,106,91,0
349,Memphis Grizzlies,Minnesota Timberwolves,93,101,0
350,Detroit Pistons,Portland Trail Blazers,109,111,1
351,Oklahoma City Thunder,Orlando Magic,101,98,0
352,Denver Nuggets,New Orleans Pelicans,102,93,0
353,Phoenix Suns,Golden State Warriors,106,102,0
354,Indiana Pacers,Detroit Pistons,96,101,0
355,Atlanta Hawks,Los Angeles Lakers,114,100,0
356,Boston Celtics,Minnesota Timberwolves,101,97,0
357,Brooklyn Nets,Philadelphia Sixers,130,94,0
358,Miami Heat,Utah Jazz,117,94,0
359,New York Knicks,Washington Wizards,101,102,0
360,Chicago Bulls,Orlando Magic,82,83,0
361,Los Angeles Clippers,San Antonio Spurs,115,92,0
362,Charlotte Bobcats,Sacramento Kings,95,87,0
363,Cleveland Cavaliers,Portland Trail Blazers,116,119,0
364,Memphis Grizzlies,Los Angeles Lakers,92,96,0
365,Denver Nuggets,Oklahoma City Thunder,93,105,0
366,Golden State Warriors,New Orleans Pelicans,104,93,0
367,Miami Heat,Indiana Pacers,97,94,0
368,Orlando Magic,Utah Jazz,82,86,0
369,Toronto Raptors,Charlotte Bobcats,102,104,1
370,Atlanta Hawks,Sacramento Kings,124,107,0
371,Boston Celtics,Detroit Pistons,106,107,0
372,Brooklyn Nets,Washington Wizards,107,113,0
373,Milwaukee Bucks,New York Knicks,101,107,1
374,Minnesota Timberwolves,Portland Trail Blazers,120,109,0
375,Dallas Mavericks,Memphis Grizzlies,105,91,0
376,Phoenix Suns,San Antonio Spurs,101,108,0
377,Houston Rockets,Chicago Bulls,109,94,0
378,Los Angeles Clippers,New Orleans Pelicans,108,95,0
379,Oklahoma City Thunder,Chicago Bulls,107,95,0
380,Golden State Warriors,San Antonio Spurs,102,104,0
381,Philadelphia Sixers,Brooklyn Nets,121,120,1
382,Atlanta Hawks,Utah Jazz,118,85,0
383,Cleveland Cavaliers,Milwaukee Bucks,114,111,1
384,Detroit Pistons,Charlotte Bobcats,106,116,0
385,Miami Heat,Sacramento Kings,122,103,0
386,Indiana Pacers,Houston Rockets,114,81,0
387,Dallas Mavericks,Toronto Raptors,108,109,1
388,Denver Nuggets,Phoenix Suns,99,103,0
389,Los Angeles Lakers,Minnesota Timberwolves,104,91,0
390,New York Knicks,Memphis Grizzlies,87,95,0
391,Boston Celtics,Washington Wizards,99,106,0
392,Charlotte Bobcats,Utah Jazz,85,88,0
393,Orlando Magic,Sacramento Kings,100,105,0
394,Detroit Pistons,Houston Rockets,97,114,0
395,Chicago Bulls,Cleveland Cavaliers,100,84,0
396,Milwaukee Bucks,Philadelphia Sixers,116,106,0
397,San Antonio Spurs,Oklahoma City Thunder,100,113,0
398,Phoenix Suns,Dallas Mavericks,123,108,0
399,Portland Trail Blazers,New Orleans Pelicans,110,107,0
400,Golden State Warriors,Los Angeles Lakers,102,83,0
401,Los Angeles Clippers,Denver Nuggets,112,91,0
402,Indiana Pacers,Boston Celtics,106,79,0
403,Oklahoma City Thunder,Toronto Raptors,98,104,0
404,Los Angeles Clippers,Minnesota Timberwolves,120,116,1
405,Charlotte Bobcats,Milwaukee Bucks,111,110,1
406,Cleveland Cavaliers,Detroit Pistons,92,115,0
407,Orlando Magic,New York Knicks,98,103,0
408,Brooklyn Nets,Indiana Pacers,86,103,0
409,Miami Heat,Atlanta Hawks,121,119,1
410,Houston Rockets,Dallas Mavericks,104,111,0
411,Memphis Grizzlies,Utah Jazz,104,94,0
412,San Antonio Spurs,Toronto Raptors,112,99,0
413,Denver Nuggets,Golden State Warriors,81,89,0
414,Phoenix Suns,Los Angeles Lakers,117,90,0
415,Sacramento Kings,New Orleans Pelicans,100,113,0
416,Brooklyn Nets,Chicago Bulls,78,95,0
417,New York Knicks,Oklahoma City Thunder,94,123,0
418,Los Angeles Lakers,Miami Heat,95,101,0
419,San Antonio Spurs,Houston Rockets,98,111,0
420,Golden State Warriors,Los Angeles Clippers,105,103,0
421,Cleveland Cavaliers,Atlanta Hawks,125,127,1
422,Houston Rockets,Memphis Grizzlies,100,92,0
423,Dallas Mavericks,San Antonio Spurs,107,116,0
424,Portland Trail Blazers,Los Angeles Clippers,116,112,1
425,Charlotte Bobcats,Oklahoma City Thunder,85,89,0
426,Orlando Magic,Detroit Pistons,109,92,0
427,Brooklyn Nets,Milwaukee Bucks,104,93,0
428,New York Knicks,Toronto Raptors,83,95,0
429,Minnesota Timberwolves,Washington Wizards,120,98,0
430,New Orleans Pelicans,Denver Nuggets,105,89,0
431,Utah Jazz,Los Angeles Lakers,105,103,0
432,Sacramento Kings,Miami Heat,108,103,1
433,Golden State Warriors,Phoenix Suns,115,86,0
434,Boston Celtics,Cleveland Cavaliers,103,100,0
435,Indiana Pacers,Brooklyn Nets,105,91,0
436,Toronto Raptors,New York Knicks,115,100,0
437,Washington Wizards,Detroit Pistons,106,82,0
438,Atlanta Hawks,Charlotte Bobcats,118,116,1
439,Chicago Bulls,Dallas Mavericks,83,105,0
440,Houston Rockets,New Orleans Pelicans,107,98,0
441,Memphis Grizzlies,Denver Nuggets,120,99,0
442,Milwaukee Bucks,Minnesota Timberwolves,95,117,0
443,Phoenix Suns,Philadelphia Sixers,115,101,0
444,Portland Trail Blazers,Miami Heat,107,108,0
445,Los Angeles Clippers,Utah Jazz,98,90,0
446,Cleveland Cavaliers,Golden State Warriors,104,108,1
447,Orlando Magic,Atlanta Hawks,109,102,0
448,Oklahoma City Thunder,Houston Rockets,117,86,0
449,San Antonio Spurs,Sacramento Kings,112,104,0
450,Los Angeles Lakers,Philadelphia Sixers,104,111,0
451,Detroit Pistons,Washington Wizards,99,106,0
452,Memphis Grizzlies,Chicago Bulls,91,95,0
453,Minnesota Timberwolves,Dallas Mavericks,98,100,0
454,New Orleans Pelicans,Portland Trail Blazers,110,108,0
455,Denver Nuggets,Miami Heat,94,97,0
456,Utah Jazz,Charlotte Bobcats,83,80,0
457,Los Angeles Clippers,Phoenix Suns,88,107,0
458,Boston Celtics,Atlanta Hawks,91,92,0
459,Indiana Pacers,Cleveland Cavaliers,91,76,0
460,Orlando Magic,Golden State Warriors,81,94,0
461,Chicago Bulls,Toronto Raptors,79,85,0
462,Houston Rockets,Sacramento Kings,106,110,0
463,San Antonio Spurs,Brooklyn Nets,113,92,0
464,Oklahoma City Thunder,Portland Trail Blazers,94,98,0
465,Los Angeles Lakers,Milwaukee Bucks,79,94,0
466,Washington Wizards,Dallas Mavericks,78,87,0
467,Toronto Raptors,Indiana Pacers,95,82,0
468,Minnesota Timberwolves,New Orleans Pelicans,124,112,0
469,Denver Nuggets,Philadelphia Sixers,102,114,0
470,Los Angeles Clippers,Charlotte Bobcats,112,85,0
471,Cleveland Cavaliers,Orlando Magic,87,81,1
472,Miami Heat,Golden State Warriors,114,123,0
473,Chicago Bulls,Boston Celtics,94,82,0
474,Oklahoma City Thunder,Brooklyn Nets,93,95,0
475,San Antonio Spurs,New York Knicks,101,105,0
476,Phoenix Suns,Memphis Grizzlies,91,99,0
477,Utah Jazz,Milwaukee Bucks,96,87,0
478,Portland Trail Blazers,Charlotte Bobcats,134,104,0
479,Sacramento Kings,Philadelphia Sixers,104,113,0
480,Washington Wizards,Toronto Raptors,88,101,0
481,Atlanta Hawks,Golden State Warriors,100,101,0
482,Boston Celtics,New Orleans Pelicans,92,95,0
483,Houston Rockets,New York Knicks,102,100,0
484,Dallas Mavericks,Los Angeles Clippers,112,119,0
485,Denver Nuggets,Memphis Grizzlies,111,108,0
486,Los Angeles Lakers,Utah Jazz,110,99,0
487,Indiana Pacers,New Orleans Pelicans,99,82,0
488,Orlando Magic,Miami Heat,94,110,0
489,Brooklyn Nets,Cleveland Cavaliers,89,82,0
490,Chicago Bulls,Atlanta Hawks,91,84,0
491,Minnesota Timberwolves,Oklahoma City Thunder,111,115,0
492,San Antonio Spurs,Los Angeles Clippers,116,92,0
493,Phoenix Suns,Milwaukee Bucks,116,100,0
494,Portland Trail Blazers,Philadelphia Sixers,99,101,0
495,Sacramento Kings,Charlotte Bobcats,103,113,0
496,Detroit Pistons,Memphis Grizzlies,84,112,0
497,Cleveland Cavaliers,Indiana Pacers,78,82,0
498,Miami Heat,Toronto Raptors,102,97,0
499,Washington Wizards,Golden State Warriors,96,112,0
500,Oklahoma City Thunder,Boston Celtics,119,96,0
501,Dallas Mavericks,New York Knicks,80,92,0
502,Los Angeles Lakers,Denver Nuggets,115,137,0
503,Philadelphia Sixers,Minnesota Timberwolves,95,126,0
504,Brooklyn Nets,Atlanta Hawks,91,86,0
505,Los Angeles Clippers,Orlando Magic,101,81,0
506,Charlotte Bobcats,Washington Wizards,83,97,0
507,Cleveland Cavaliers,Philadelphia Sixers,111,93,0
508,Indiana Pacers,Toronto Raptors,86,79,0
